Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
P45973,Chromobox protein homolog 5,45.55,1,7,8,35,1.256,5;8;7,14.8,1.328,5;8;7,19.1,1.08,5;8;7,16.6,1.183,5;8;7,7.5,1.122,5;8;7,9.3,22.36,30.37,5,9,40.58,37.17,6,14,32.53,45.03,7,12,191,22.2,5.86
P45974,Isoform Short of Ubiquitin carboxyl-terminal hydrolase 5,37.25,2,23,23,93,1.076,19;22;22,2.7,1.11,19;22;22,3,1.067,19;22;22,4.1,1.037,19;22;22,0.7,1.012,19;22;22,2.5,68.43,30.66,18,26,80.84,29.1,17,35,81.23,25.75,16,32,835,93.2,5.08
P45984,Isoform Alpha-1 of Mitogen-activated protein kinase 9,8.12,24,3,4,16,,,,,,,,,,,,,,,,4.05,4.45,2,5,11.23,5.76,3,5,10.56,3.66,2,6,382,44,6.39
P45985,Isoform 1 of Dual specificity mitogen-activated protein kinase kinase 4,14.04,4,4,4,8,0.868,2;3;2,16.9,0.865,2;3;2,16,0.914,2;3;2,14,0.943,2;3;2,15.7,1.013,2;3;2,3.7,9.93,11.53,3,3,12.75,8.02,2,3,7.53,8.02,2,2,399,44.3,8.07
P46019,"Phosphorylase b kinase regulatory subunit alpha, liver isoform",2.83,1,3,3,5,,,,,,,,,,,,,,,,11.17,2.83,3,3,,,,,3.71,0.57,1,2,1235,138.3,6.44
P46060,Ran GTPase-activating protein 1,16.7,4,7,7,25,1.017,4;5;4,9,0.914,4;5;4,8.2,0.921,4;5;4,4.1,0.889,4;5;4,9.2,1.088,4;5;4,6.3,34.9,16.7,7,11,27.87,14.65,6,9,15.92,12.95,5,5,587,63.5,4.68
P46087,Isoform 2 of Putative ribosomal RNA methyltransferase NOP2,7.18,4,5,5,7,1.166,2;2;1,16.8,1.384,2;2;1,22.5,1.145,2;2;1,19.2,1.102,2;2;1,11,1.065,2;2;1,11.4,5.5,3.59,2,2,10.66,4.7,3,3,0,2.48,2,2,808,88.9,9.23
P46100,Isoform 6 of Transcriptional regulator ATRX,0.52,6,1,1,1,,,,,,,,,,,,,,,,,,,,2.57,0.52,1,1,,,,,1350,151.4,6.8
P46108,Isoform Crk-II of Adapter molecule crk,21.38,3,5,5,7,0.929,1;2;1,14.3,0.882,1;2;1,9.7,1.002,1;2;1,6.9,1.113,1;2;1,5.9,1.014,1;2;1,3,2.12,5.59,1,1,5.02,8.88,2,2,7.62,18.09,4,4,304,33.8,5.55
P46109,Crk-like protein,59.74,1,17,17,131,0.707,32;26;25,6.7,0.669,32;26;25,4.3,0.791,32;26;25,1.5,0.965,32;26;25,2.5,0.852,32;26;25,1.3,122.79,59.74,17,53,103.35,46.53,11,41,86.63,45.87,11,37,303,33.8,6.74
P46199,"Translation initiation factor IF-2, mitochondrial",3.99,1,2,2,8,0.903,1;1;1,15.5,0.863,1;1;1,13.8,0.87,1;1;1,13.2,0.982,1;1;1,10.5,0.936,1;1;1,7.6,9.19,3.99,2,3,7.02,2.34,1,2,5.76,2.34,1,3,727,81.3,7.15
P46379,Isoform 2 of Large proline-rich protein BAT3,5.06,17,4,4,12,0.975,3;3;2,21.8,1.04,3;3;2,21.7,1.058,3;3;2,15.8,1.005,3;3;2,9.6,1.004,3;3;2,10.8,11.46,4.44,3,3,15.32,5.06,4,5,8.78,4,3,4,1126,118.6,5.6
P46527,Cyclin-dependent kinase inhibitor 1B,43.94,3,6,6,15,1.775,1;4;2,37.2,1.912,1;4;2,42.2,1.404,1;4;2,26.7,1.747,1;4;2,46.4,1.161,1;4;2,10.4,11.05,26.26,3,3,12.18,20.2,3,8,8.91,17.68,3,4,198,22.1,7.02
P46734,Isoform 3 of Dual specificity mitogen-activated protein kinase kinase 3,39.19,7,9,14,56,0.85,4;4;4,8.5,0.81,4;4;4,6.8,0.959,4;4;4,8.6,0.844,4;4;4,8.7,0.999,4;4;4,0.9,59.58,31.41,11,19,53.28,27.38,10,21,38.09,22.48,9,16,347,39.3,7.43
P46736,Isoform 1 of Lys-63-specific deubiquitinase BRCC36,18.56,7,5,5,10,1.211,2;1;1,22.2,1.021,2;1;1,9.7,1.223,2;1;1,25.9,1.036,2;1;1,7,1.033,2;1;1,10.8,20.3,14.43,4,6,2.53,7.9,2,2,2.68,3.78,1,2,291,33.1,5.95
P46776,60S ribosomal protein L27a,30.41,1,6,6,45,1.909,10;7;11,7.3,2.058,10;7;11,3.7,1.415,10;7;11,6.3,1.433,10;7;11,14.1,1.147,10;7;11,4.8,38.56,20.27,4,16,30.23,23.65,4,12,43.12,30.41,5,17,148,16.6,11
P46777,60S ribosomal protein L5,46.46,2,20,20,176,1.509,42;44;42,5.6,1.408,42;44;42,4.5,1.207,42;44;42,2.5,1.251,42;44;42,3.7,1.167,42;44;42,2.7,143.16,39.73,16,55,148.61,46.46,19,61,119.54,44.44,17,60,297,34.3,9.72
P46778,60S ribosomal protein L21,38.75,6,9,9,64,1.4,12;7;7,3.9,1.571,12;7;7,7,1.193,12;7;7,4.1,1.142,12;7;7,2.2,1.127,12;7;7,0.6,51.35,38.75,9,24,41.83,33.13,6,20,37.85,38.13,8,20,160,18.6,10.49
P46779,60S ribosomal protein L28,51.09,6,12,12,102,1.42,21;19;18,8.3,1.429,21;19;18,9.5,1.164,21;19;18,5.6,1.25,21;19;18,12,1.09,21;19;18,3,71.26,46.72,10,30,70.75,50.36,10,40,61.61,45.99,9,32,137,15.7,12.02
P46781,40S ribosomal protein S9,55.67,14,16,17,118,1.095,11;16;15,6.7,1.085,11;16;15,13.8,1.052,11;16;15,3.9,0.939,11;16;15,10.3,1.204,11;16;15,4.9,81.57,47.42,13,36,95.87,54.64,14,43,74.54,48.97,15,39,194,22.6,10.65
P46782,40S ribosomal protein S5,43.63,2,11,11,170,1.355,43;37;44,3.4,1.388,43;37;44,1.3,1.09,43;37;44,2.1,1.229,43;37;44,4.3,1.141,43;37;44,1.8,124.32,35.29,9,56,104.88,39.71,9,50,115.55,43.63,11,64,204,22.9,9.72
P46783,40S ribosomal protein S10,55.15,9,15,15,88,1.393,19;18;17,6.6,1.447,19;18;17,18.6,1.396,19;18;17,12.7,1.304,19;18;17,12,1.154,19;18;17,0.6,71.56,47.27,12,31,61.24,54.55,13,29,64.28,50.3,12,28,165,18.9,10.15
P46926,Glucosamine-6-phosphate isomerase 1,35.29,8,6,6,16,1.504,2;1;3,3.7,1.431,2;1;3,8.3,1.249,2;1;3,6.3,1.368,2;1;3,11.9,1.257,2;1;3,18.8,12.22,22.49,4,4,13.2,17.65,3,4,25.51,35.29,6,8,289,32.6,6.92
P46934,Isoform 4 of E3 ubiquitin-protein ligase NEDD4,2.22,7,2,2,2,,,,,,,,,,,,,,,,2.58,1.44,1,1,0,0.78,1,1,,,,,900,104.1,5.92
P46939,Utrophin,9.5,4,25,25,45,0.762,14;11;9,11.6,0.729,14;11;9,10.9,0.852,14;11;9,6.6,0.894,14;11;9,12.1,0.882,14;11;9,5.3,50.87,6.41,15,18,39.47,5.39,14,15,36.09,5.16,11,12,3433,394.2,5.33
P46940,Ras GTPase-activating-like protein IQGAP1,53.17,8,76,80,690,1.375,164;165;164,0.6,1.382,164;165;164,1.7,1.16,164;165;164,1.6,1.201,164;165;164,0.3,1.155,164;165;164,0.5,739.63,48.46,69,233,716.5,49.97,69,231,629.74,49.31,63,226,1657,189.1,6.48
P46976,Isoform GN-1S of Glycogenin-1,21.54,7,6,6,18,1.273,3;2;4,1.9,1.285,3;2;4,8.3,1.243,3;2;4,5.2,1.239,3;2;4,8,0.956,3;2;4,3.5,13.35,11.15,2,4,18.85,20.77,4,6,24.11,21.15,5,8,260,29,4.92
P46977,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,18.72,1,15,16,75,0.857,16;17;17,10.8,0.792,16;17;17,6.5,0.848,16;17;17,8.2,0.879,16;17;17,11.8,0.964,16;17;17,0.8,64.31,13.62,10,23,69.61,16.6,13,27,60.92,16.31,12,25,705,80.5,8.07
P47224,Guanine nucleotide exchange factor MSS4,10.57,1,2,2,3,1.563,-;-;1,,1.701,-;-;1,,1.291,-;-;1,,1.696,-;-;1,,1.281,-;-;1,,1.8,4.88,1,1,,,,,2.58,5.69,1,2,123,13.8,5.52
P47712,Cytosolic phospholipase A2,9.61,2,6,6,12,0.52,5;1;3,5.8,0.519,5;1;3,3.4,0.835,5;1;3,3.8,0.737,5;1;3,3.8,0.768,5;1;3,5.4,18.47,9.61,6,6,6.11,2.94,2,2,7.93,7.61,4,4,749,85.2,5.38
P47755,F-actin-capping protein subunit alpha-2,57.34,6,8,12,93,0.715,13;14;17,8.2,0.772,13;14;17,8.9,0.86,13;14;17,5.1,0.876,13;14;17,9.1,0.887,13;14;17,1.4,88.33,53.15,9,29,87.33,54.9,11,30,92.11,54.2,10,34,286,32.9,5.85
P47756,Isoform 2 of F-actin-capping protein subunit beta,73.16,10,28,28,394,0.899,83;91;97,2.2,0.876,83;91;97,3.2,0.962,83;91;97,3.6,0.968,83;91;97,0.9,0.938,83;91;97,0.2,338.72,72.43,27,124,364.14,67.28,23,132,354.92,67.28,24,138,272,30.6,6
P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal",49.31,4,2,9,79,1.538,1;1;-,23.3,1.29,1;1;-,23.5,1.306,1;1;-,,1.228,1;1;-,36.8,1.149,1;1;-,8.3,44.44,49.31,8,24,54.87,49.31,8,27,51.64,45.83,8,28,144,16.5,5.24
P47914,60S ribosomal protein L29,35.22,10,9,9,60,1.398,18;13;13,10.8,1.813,18;13;13,3.7,1.269,18;13;13,4,1.414,18;13;13,15.2,1.108,18;13;13,3.1,41.91,35.22,8,24,39.15,32.08,7,20,27.95,25.79,5,16,159,17.7,11.66
P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",22.26,2,11,11,74,0.9,14;16;17,1.5,0.868,14;16;17,3.6,0.932,14;16;17,3.3,0.842,14;16;17,1.9,0.964,14;16;17,1.2,80.01,22.26,10,23,78.07,21.53,9,24,90.89,21.53,9,27,274,29.6,8.32
P48047,"ATP synthase subunit O, mitochondrial",50.23,6,12,13,111,1.237,18;24;24,4.9,1.392,18;24;24,3.3,1.285,18;24;24,1.8,1.483,18;24;24,5.6,0.981,18;24;24,3.5,84.31,50.23,13,36,81.79,45.07,10,39,80.34,50.23,12,36,213,23.3,9.96
P48147,Prolyl endopeptidase,39.44,1,23,23,105,0.956,20;23;26,4.6,0.973,20;23;26,1.1,0.941,20;23;26,2,0.904,20;23;26,5.2,1.01,20;22;26,3,90.1,30,17,33,103.06,34.79,19,39,79.35,27.32,16,33,710,80.6,5.86
P48163,NADP-dependent malic enzyme,13.64,1,8,8,20,0.53,3;5;6,4.4,0.506,3;5;6,6.9,0.682,3;5;6,15.2,0.635,3;5;6,10.1,0.802,3;5;6,5.5,9.85,5.07,4,4,17.37,13.29,6,8,17.03,12.94,6,8,572,64.1,6.13
P48426,Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha,39.9,10,10,20,142,0.64,19;16;23,4,0.659,19;16;23,4,0.789,19;16;23,4.1,0.714,19;16;23,4.7,0.818,19;16;23,1.6,127.41,37.93,18,46,129.52,34.24,17,49,126.44,35.96,17,47,406,46.2,6.99
P48443,Retinoic acid receptor RXR-gamma,3.02,1,1,1,1,0.806,-;-;1,,0.925,-;-;1,,1.011,-;-;1,,0.925,-;-;1,,0.962,-;-;1,,,,,,,,,,0,3.02,1,1,463,50.8,7.62
P48444,Coatomer subunit delta,48.34,4,24,24,104,0.974,20;17;21,1.8,0.98,20;17;21,7.5,0.97,20;17;21,8.9,0.969,20;17;21,3.1,0.977,20;17;21,0.6,79.35,39.53,18,33,73.2,38.55,20,35,76.92,35.23,18,36,511,57.2,6.21
P48449,lanosterol synthase isoform 2,4.16,5,3,3,5,1.635,-;1;-,,1.343,-;1;-,,1.139,-;1;-,,1.239,-;1;-,,1.101,-;1;-,,0,0.83,1,1,4.85,4.16,3,3,0,0.83,1,1,721,82.1,6.68
P48454,Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,12.55,4,2,5,12,1.033,1;-;-,,0.98,1;-;-,,1.024,1;-;-,,1.243,1;-;-,,1.264,1;-;-,,0,8.76,3,3,10.47,4.98,3,5,6.28,3.19,2,4,502,57,7.23
P48506,Glutamate--cysteine ligase catalytic subunit,14.13,6,6,7,22,1.385,3;3;3,15,1.585,3;3;3,22.5,1.334,3;3;3,12.8,1.583,3;3;3,13.9,1.085,3;3;3,5.5,22.76,9.89,5,7,27.7,14.13,7,9,16.72,8.48,4,6,637,72.7,6.09
P48507,Glutamate--cysteine ligase regulatory subunit,24.45,2,5,5,29,0.696,8;5;5,22.1,0.686,8;5;5,14.3,0.857,8;5;5,6.9,0.967,8;5;5,32.3,0.844,8;5;5,0.4,34.6,24.45,5,12,25.04,19.71,4,8,23.74,14.96,3,9,274,30.7,6.02
P48509,CD151 antigen,11.46,2,4,4,12,0.483,2;1;2,29.3,0.46,2;1;2,38.3,0.651,2;1;2,14,0.605,2;1;2,20.2,0.665,2;1;2,7.5,11.14,9.09,3,6,3.9,3.16,1,2,9.53,5.53,2,4,253,28.3,7.47
P48553,Trafficking protein particle complex subunit 10,5.32,3,7,7,9,1.089,1;-;1,7.2,1.349,1;-;1,,1.19,1;-;1,12,1.444,1;-;1,45.4,0.884,1;-;1,,5.72,1.75,2,2,3.7,2.94,4,4,7.1,2.54,3,3,1259,142.1,6.04
P48556,26S proteasome non-ATPase regulatory subunit 8,23.74,3,7,7,23,0.765,4;8;4,6.1,0.755,4;8;4,6.2,0.86,4;8;4,3.7,0.783,4;8;4,2.5,0.989,4;8;4,3.1,12.65,14.4,4,4,28.6,17.9,5,9,27.97,21.01,6,10,257,30,7.31
P48595,Serpin B10,28.97,1,10,11,47,1.292,8;10;9,4.2,1.462,8;10;9,6,1.487,8;10;9,4.5,1.31,8;10;9,5.9,1.28,8;10;9,4.7,36.15,25.19,9,15,42.92,26.95,10,17,37.06,25.44,9,15,397,45.4,6.16
P48634,Isoform 1 of Large proline-rich protein BAT2,1.34,26,2,2,2,,,,,,,,,,,,,,,,2.14,0.79,1,1,2.51,0.56,1,1,,,,,2157,228.7,9.45
P48637,Glutathione synthetase,33.12,2,15,15,75,0.839,18;19;17,6.6,0.891,18;19;17,7.7,0.898,18;19;17,6.2,0.948,18;19;17,9.2,0.911,18;19;17,2.2,63.54,29.32,13,25,68.05,29.96,13,27,59.26,26.58,11,23,474,52.4,5.92
P48643,T-complex protein 1 subunit epsilon,75.23,11,36,37,294,0.912,46;54;54,2.7,0.907,46;54;54,3.3,1.001,46;54;54,2,0.918,45;54;54,3,0.928,45;54;54,1.8,248.88,67.65,31,92,279,65.62,33,102,266.53,59.33,29,100,541,59.6,5.66
P48651,Phosphatidylserine synthase 1,2.11,1,1,1,5,1.225,-;2;2,,1.2,-;2;2,2,1.163,-;2;2,2.5,1.115,-;2;2,,1.023,-;2;2,1.6,0,2.11,1,1,4.57,2.11,1,2,2.38,2.11,1,2,473,55.5,8.43
P48729,Isoform 1 of Casein kinase I isoform alpha,8.61,6,2,2,6,1.124,1;1;-,3.2,1.339,1;1;-,5.8,1.249,1;1;-,,1.118,1;1;-,4,1.023,1;1;-,2.8,8.69,8.61,2,2,5.55,2.37,1,2,6.01,2.37,1,2,337,38.9,9.57
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial",41.15,1,20,22,293,0.711,65;76;70,1.2,0.712,65;76;70,1.7,0.849,65;76;70,3.5,0.81,65;76;70,2.2,0.877,65;76;70,1.3,246.11,38.27,19,90,291.64,37.61,19,111,220.71,38.94,19,92,452,50.9,8.69
P48736,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",3.63,1,4,4,5,0.71,1;2;1,22.9,0.75,1;2;1,20.2,0.807,1;2;1,13.2,0.838,1;2;1,17.2,0.871,1;2;1,3.4,3.01,0.82,1,1,10.45,2.81,3,3,4.02,1.18,1,1,1102,126.4,7.5
P48739,Isoform 1 of Phosphatidylinositol transfer protein beta isoform,35.79,5,7,7,32,1.052,7;7;8,7.7,0.981,7;7;8,3.1,0.998,7;7;8,3.3,1.095,7;7;8,6.1,0.987,7;7;8,7.5,30.79,30.26,5,10,34.81,22.51,5,11,27.53,22.51,5,11,271,31.5,6.87
P48960,Isoform 2 of CD97 antigen,10.51,17,5,5,12,1.518,2;3;3,12.5,1.33,2;3;3,10.1,0.936,2;3;3,10.7,1.47,2;3;3,11.7,1.461,2;3;3,10.2,11.57,5.66,3,4,5.45,9.3,4,4,8.72,9.3,4,4,742,81.7,7.05
P49006,MARCKS-related protein,14.36,3,2,2,8,1.139,1;3;3,9.1,1.197,1;3;3,19,1.074,1;3;3,20.4,1.061,1;3;3,18.9,1.085,1;3;3,5.1,4.18,6.67,1,2,8.17,14.36,2,3,8.57,14.36,2,3,195,19.5,4.67
P49023,Isoform Alpha of Paxillin,25.31,11,10,10,46,1.455,10;11;12,2.8,1.443,10;11;12,3.6,1.159,10;11;12,5,1.088,10;11;12,2.9,1.091,10;11;12,5,33.72,19.93,9,15,39.33,20.83,8,16,31.89,18.49,8,15,557,60.9,6.35
P49116,Isoform 1 of Nuclear receptor subfamily 2 group C member 2,3.86,9,2,2,2,1.419,1;-;-,,1.632,1;-;-,,1.249,1;-;-,,1.173,1;-;-,,1.156,1;-;-,,3.51,2.01,1,1,,,,,1.95,1.85,1,1,596,65.4,6.28
P49137,Isoform 1 of MAP kinase-activated protein kinase 2,17.5,6,5,7,25,0.79,-;3;3,,0.77,-;3;3,3.2,0.888,-;3;3,1.6,0.732,-;3;3,,0.898,-;3;3,7.7,13.41,15.5,6,6,24.92,15.5,6,9,16.64,17.5,7,10,400,45.5,8.68
P49184,Deoxyribonuclease-1-like 1,8.28,1,2,2,4,0.689,-;-;1,,0.765,-;-;1,,0.878,-;-;1,,0.927,-;-;1,,0.912,-;-;1,,2.78,5.96,1,1,5.47,8.28,2,2,2.53,2.32,1,1,302,33.9,5.74
P49189,4-trimethylaminobutyraldehyde dehydrogenase,33.98,1,18,18,140,1.244,33;34;34,2.1,1.211,33;34;34,1.6,1.092,33;34;34,1,1.112,33;34;34,2.9,1.08,33;34;34,1.4,123.91,28.38,16,45,115.27,33.2,17,49,120.05,30.89,16,46,518,56.3,6.57
P49207,60S ribosomal protein L34,42.74,1,7,7,101,1.301,24;29;29,2.3,1.442,24;29;29,2.1,1.166,24;29;29,1.6,1.064,24;29;29,2.8,1.2,24;29;29,1.8,82.07,42.74,7,32,94.07,42.74,7,37,84.88,42.74,7,32,117,13.3,11.47
P49247,Ribose-5-phosphate isomerase,19.29,1,6,6,24,0.884,4;5;4,8.8,0.891,4;5;4,5.2,1.008,4;5;4,5,0.868,4;5;4,4.4,0.944,4;5;4,2.6,24.43,13.83,5,10,18.76,14.15,4,6,19.53,13.83,5,8,311,33.2,8.54
P49257,Protein ERGIC-53,34.51,1,18,19,64,0.733,11;11;14,10,0.746,11;11;14,4.1,0.891,11;11;14,9.3,0.82,11;11;14,7.4,0.94,11;11;14,6.1,70.45,26.08,12,22,46.35,30.2,14,20,53.45,27.06,14,22,510,57.5,6.77
P49321,Isoform 2 of Nuclear autoantigenic sperm protein,43.21,20,14,15,94,1.358,26;26;23,2.9,1.372,26;26;23,2.2,1.154,26;26;23,4.5,1.074,26;26;23,4.4,1.208,26;26;23,4,89.82,41.2,14,33,86.47,30.29,12,32,68.72,23.61,11,29,449,48.8,4.4
P49327,Fatty acid synthase,20.39,4,36,36,106,0.68,22;28;19,5.7,0.647,22;28;19,4.2,0.792,22;28;19,1.8,0.816,22;28;19,5.3,0.922,22;28;19,2.1,85.16,11.55,20,29,116.43,16.01,29,42,101.63,13.5,25,35,2511,273.3,6.44
P49406,"39S ribosomal protein L19, mitochondrial",10.27,1,3,3,8,1.228,2;1;1,14,1.352,2;1;1,20.9,1.285,2;1;1,9.9,1.054,2;1;1,17.5,1.084,2;1;1,2.4,9.83,10.27,3,3,6.64,6.51,2,2,8.86,6.51,2,3,292,33.5,9.5
P49407,Isoform 1B of Beta-arrestin-1,43.17,8,13,15,171,0.581,45;47;46,2.1,0.558,45;47;46,1.5,0.734,45;47;46,2,0.701,45;47;46,2.7,0.827,45;47;46,2.2,207.11,41.22,13,55,216.91,43.17,14,59,199.34,41.46,14,57,410,46.3,6.34
P49411,"Tu translation elongation factor, mitochondrial precursor",70.99,1,31,31,360,0.954,75;65;53,10.2,0.985,75;65;53,13.6,0.988,75;65;53,5.4,0.944,75;65;53,5.6,0.993,75;65;53,1.5,364.8,69.67,27,120,377,69.23,27,133,267.49,66.59,28,107,455,49.8,7.61
P49458,Signal recognition particle 9 kDa protein,51.16,3,7,7,82,1.518,16;19;16,7.4,1.468,16;19;16,5.2,1.175,16;19;16,3.1,1.38,16;19;16,15,1.151,16;19;16,6.8,66.93,51.16,7,25,68.94,51.16,7,31,61.34,50,6,26,86,10.1,7.97
P49459,Ubiquitin-conjugating enzyme E2 A,11.18,1,1,1,3,1.162,2;-;1,18.5,1.073,2;-;1,,1.11,2;-;1,13.5,1.368,2;-;1,38,1.056,2;-;1,,6.46,11.18,1,2,,,,,3.37,11.18,1,1,152,17.3,5.15
P49588,"Alanyl-tRNA synthetase, cytoplasmic",41.22,3,35,35,186,0.78,46;48;44,3,0.805,46;48;44,3.1,0.92,46;48;44,2,0.874,46;48;44,3,0.894,46;48;44,0.9,182.82,35.33,29,58,208.6,36.57,29,69,170.33,38.22,29,59,968,106.7,5.53
P49589,"Isoform 1 of Cysteinyl-tRNA synthetase, cytoplasmic",18.72,7,14,14,35,1.25,6;6;11,20.6,1.442,6;6;11,15.8,1.22,6;6;11,5.8,1.308,6;6;11,29.7,0.982,6;6;11,2,23.14,8.56,6,9,25.31,11.76,9,11,39.18,13.77,9,15,748,85.4,6.76
P49591,"Seryl-tRNA synthetase, cytoplasmic",39.11,2,17,17,101,1.023,23;25;25,17.8,0.986,23;25;25,10.9,0.923,23;25;25,6.4,0.957,23;25;25,14.5,0.983,23;25;25,1.3,87.72,35.8,13,31,95.03,33.46,14,38,90.38,35.8,13,32,514,58.7,6.43
P49593,Protein phosphatase 1F,29.3,4,10,10,35,0.727,7;8;7,9.5,0.804,7;8;7,4.1,0.932,7;8;7,5.7,0.904,7;8;7,7.9,0.899,7;8;7,6.2,40.05,24.89,7,10,41.94,25.55,8,12,38.47,27.09,8,13,454,49.8,5.1
P49619,diacylglycerol kinase gamma isoform 3,4.65,3,3,3,10,0.846,2;2;2,30.2,0.702,2;2;2,33.4,1.026,2;2;2,19,1.066,2;2;2,23.7,0.813,2;2;2,15.8,7.29,4.65,3,4,8.16,3.72,2,3,7.45,3.72,2,3,752,84.5,6.47
P49641,Isoform Short of Alpha-mannosidase 2x,3.02,3,2,3,4,0.481,-;1;-,,0.446,-;1;-,,0.693,-;1;-,,0.527,-;1;-,,0.82,-;1;-,,,,,,7.32,3.02,3,3,2.67,0.88,1,1,796,90.6,6.87
P49643,Isoform 2 of DNA primase large subunit,5.06,2,1,1,12,1.997,1;2;3,33.5,2.365,1;2;3,44.7,2.747,1;2;3,53.4,2.715,1;2;3,23.4,1.275,1;2;3,14.5,6.64,5.06,1,4,2.27,5.06,1,3,4.32,5.06,1,5,158,19.1,8.4
P49662,caspase 4 isoform gamma precursor,24.92,10,6,6,16,1.06,2;4;2,11.9,1.018,2;4;2,6.1,0.976,2;4;2,4.9,1.122,2;4;2,10.8,1.001,2;4;2,6.8,12.29,8.72,3,4,19.24,24.92,6,7,8.72,16.2,4,5,321,36.7,5.69
P49711,Transcriptional repressor CTCF,14.03,8,10,10,32,1.415,3;7;10,14.6,1.419,3;7;10,19.4,1.157,3;7;10,14,1.25,3;7;10,12.2,1.126,3;7;10,6,16.88,8.39,6,8,17.07,11.83,8,12,20.3,7.98,5,12,727,82.7,6.96
P49720,Proteasome subunit beta type-3,23.9,3,6,6,44,1.083,6;13;12,1.3,1.054,6;13;12,2.9,0.985,6;13;12,4.6,1.129,6;13;12,2.7,1.038,6;13;12,2.4,26.57,19.51,3,12,32.87,19.51,3,16,25.85,23.9,5,16,205,22.9,6.55
P49721,Proteasome subunit beta type-2,37.81,4,8,9,18,3.882,2;3;1,123.2,4.231,2;3;1,133.3,3.159,2;3;1,114.5,3.87,2;3;1,127.8,1.081,2;3;1,9.3,13.68,24.38,5,7,8.98,22.89,4,5,12.93,27.36,6,6,201,22.8,7.02
P49736,DNA replication licensing factor MCM2,9.51,3,6,6,9,1.039,-;3;1,,0.934,-;3;1,28.8,0.783,-;3;1,7.8,1.055,-;3;1,,1.157,-;3;1,0.4,5.18,1.44,1,2,12.62,7.19,4,4,5.98,4.2,3,3,904,101.8,5.52
P49750,Isoform 1 of YLP motif-containing protein 1,4.2,13,6,7,14,1.498,2;3;4,7.4,1.783,2;3;4,8.7,1.436,2;3;4,8.6,1.409,2;3;4,6.4,1.206,2;3;4,1.7,11.64,2.92,5,5,10.96,2.41,4,4,10.35,3.08,5,5,1951,219.8,6.57
P49754,Isoform Short of Vacuolar protein sorting-associated protein 41 homolog,6.73,3,4,4,9,0.993,-;-;1,,1.059,-;-;1,,1.157,-;-;1,,1.119,-;-;1,,0.902,-;-;1,,9.32,5.36,3,4,2.45,1.5,1,1,8.7,2.87,2,4,802,92.8,5.52
P49755,Transmembrane emp24 domain-containing protein 10,55.25,2,12,12,125,0.985,34;34;35,2,0.961,34;34;35,4.5,0.93,34;34;35,2.9,1.111,34;34;35,7.6,0.959,34;34;35,2.6,106.2,53.42,11,41,114.07,31.05,9,43,118.18,42.47,9,41,219,25,7.44
P49756,Isoform 1 of RNA-binding protein 25,30.72,4,20,20,61,1.273,15;14;12,6.7,1.356,15;14;12,9.9,1.173,15;14;12,7.6,1.053,15;14;12,4.3,1.216,15;14;12,3.9,61.25,24.67,16,22,61.97,26.81,17,21,54.85,25.86,16,18,843,100.1,6.32
P49758,Isoform 6 of Regulator of G-protein signaling 6,10.75,24,3,3,5,0.605,1;-;1,6.7,0.567,1;-;1,,0.759,1;-;1,12,0.755,1;-;1,4.1,0.973,1;-;1,,3.04,6.31,2,2,,,,,6.31,10.75,3,3,428,49.5,8.59
P49770,Translation initiation factor eIF-2B subunit beta,8.83,1,2,2,8,0.865,2;3;2,17.4,0.788,2;3;2,14.5,0.887,2;3;2,6.9,0.842,2;3;2,18.1,0.943,2;3;2,3,4.37,5.13,1,2,7.61,8.83,2,3,9.38,8.83,2,3,351,39,6.16
P49773,Histidine triad nucleotide-binding protein 1,24.6,6,4,4,39,0.686,7;7;10,8.1,0.626,7;7;10,5.9,0.721,7;7;10,3.1,0.563,7;7;10,2.3,0.957,7;7;10,2,24.96,23.81,3,11,34.03,24.6,4,14,34.69,24.6,4,14,126,13.8,6.95
P49790,Nuclear pore complex protein Nup153,7.39,2,8,8,13,1.502,1;2;4,2.6,1.604,1;2;4,5,1.274,1;2;4,7.1,1.447,1;2;4,9.6,1.017,1;2;4,15.3,15.84,5.42,6,6,4.82,2.1,2,2,11.66,3.12,4,5,1475,153.8,8.73
P49792,E3 SUMO-protein ligase RanBP2,16.47,29,37,39,98,1.135,11;17;10,7.2,1.157,11;17;10,3.2,1.061,11;17;10,4.9,1.054,11;17;10,5.4,1.099,11;17;10,1,60.07,6.08,16,26,100.59,13.12,32,43,60.2,8.22,18,29,3224,358,6.2
