Compound,Number Passed,042111_08_01(raw),042111_08_02(raw),042111_08_03(raw),042111_09_01(raw),042111_09_02(raw),042111_09_03(raw),042111_10_01(raw),042111_10_02(raw),042111_10_03(raw),042111_11_01(raw),042111_11_02(raw),042111_11_03(raw),042111_12_01(raw),042111_12_02(raw),042111_12_03(raw),042111_13_01(raw),042111_13_02(raw),042111_13_03(raw),042111_14_01(raw),042111_14_02(raw),042111_14_03(raw),042111_15_01(raw),042111_15_02(raw),042111_15_03(raw),042111_16_01(raw),042111_16_02(raw),042111_16_03(raw),042111_17_01(raw),042111_17_02(raw),042111_17_03(raw),042111_19_01(raw),042111_19_02(raw),042111_19_03(raw),042111_20_01(raw),042111_20_02(raw),042111_20_03(raw),Annotations,Mass,Retention Time,CAS Number
Met His Lys + 11.974148,1,36390,101565,33854,47444,34203,75154,67689,37539,1,1,1,1,1,29936,61006,83922,67945,80551,13265,56426,109402,32930,1,46609,1,52114,12411,89641,1,17329,70904,37939,31888,73876,1,15751,"Met His Lys [ C17 H30 N6 O4 S, db=62.51, overall=31.26 ]",414.2043,11.974148,
"8,13-dihydroxy-9,11-octadecadienoic acid",1,133454,90132,115365,109817,102194,94990,226434,196124,172264,91230,1,19378,88847,95384,79399,90364,105702,77991,125368,116036,138700,244701,185190,219170,37782,44995,112343,38486,40289,1,1,46615,1,103861,123796,98847,"8,13-dihydroxy-9,11-octadecadienoic acid [ C18 H32 O4, db=65.73, overall=32.86, Lipid ID=, KEGG ID= ]",312.2301,11.973156,
"9,12,13-trihydroxy-10,15-octadecadienoic acid",1,48314,58908,1,77933,95300,1,65004,58756,1,58620,133613,64300,85498,89235,145477,69317,44378,70579,1,33882,50874,1,1,1,35652,1,49761,1,67248,1,62134,46105,1,46595,1,40692,"9,12,13-trihydroxy-10,15-octadecadienoic acid [ C18 H32 O5, db=55.40, overall=27.70, Lipid ID=, KEGG ID= ]",328.2254,11.979709,
4-dodecynoic acid + 11.97807,1,46499,18542,14710,41600,19543,28899,51807,1,40374,46100,1,35930,33515,15219,1,1,1,1,38087,16849,30429,21144,1,14420,24644,14078,13501,28833,37764,1,143841,115294,127450,12556,17686,16758,"4-dodecynoic acid [ C12 H20 O2, db=60.16, overall=30.08, Lipid ID=, KEGG ID= ]",196.1461,11.97807,
754.4684@11.973702,1,112217,106839,78447,99924,97678,84993,175495,172093,154071,150790,1,145416,1,1,1,75566,130708,131321,46734,42297,39556,1,50749,56870,1,47243,1,31726,1,17554,63509,49219,55373,1,53565,44695,,754.4684,11.973702,
749.5135@11.97703,1,82013,80287,61472,72231,76180,72938,123793,117395,133550,126033,119778,113429,99249,105359,142933,106358,106798,106686,1,1,33478,1,43514,46170,40115,34242,39056,27606,30851,29451,47400,42257,48959,40074,44202,40063,,749.5135,11.97703,
"12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid",1,34978,52723,41974,34420,32120,40591,26110,30668,24986,1,1,22034,46049,1,35254,1,1,1,31742,18956,34885,41193,20491,30552,24644,25276,29722,50025,17769,33584,1,1,28826,19596,1,1,"12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid [ C18 H28 O5, db=57.41, overall=28.70, Lipid ID=, KEGG ID= ]",324.1915,11.994925,
309.23@11.97869,1,125132,1,1,1,1,124986,442629,1,116270,107596,98606,1,156655,110643,141594,125185,93232,124125,513048,1,98647,443695,124191,125420,121711,95341,110230,134401,1,1,108592,433452,106262,120519,1,105145,,309.23,11.97869,
301.1142@11.992531,1,108896,61615,51008,112159,106616,108655,61763,1,130923,54123,65668,92554,123866,74548,98082,1,102777,102763,119956,68616,109434,111093,102259,128064,98631,128600,107011,140621,62039,78640,113719,92638,105451,77833,127475,99539,,301.1142,11.992531,
331.2543@12.023166,1,402242,501432,227260,594880,330172,254568,341274,283763,617717,189860,176842,158697,351810,293780,332419,613863,597593,590106,514801,194678,242886,595651,458141,466490,535452,404416,408832,437710,414987,312265,670428,619101,317423,639165,696602,656640,,331.2543,12.023166,
455.3454@12.01464,1,124959,129264,99619,96845,107270,99545,169099,165011,170405,160672,153191,148053,131505,147279,180050,138724,139535,145256,106202,79612,102352,133289,114449,118550,104063,86916,99139,78146,83551,82036,119118,106961,123030,108814,131285,120514,,455.3454,12.01464,
438.3189@12.015082,1,225421,214297,153504,190363,175839,161090,290681,72421,273348,255827,257826,251208,233097,232311,193451,222536,236300,222006,170672,153539,142870,62578,45625,198560,48367,156966,159604,127671,147462,135627,194092,172611,48490,192822,202811,195581,,438.3189,12.015082,
Leu Ala Arg + 12.025667,1,50011,345411,103187,5305867,482301,75435,899701,1,83466,166104,2878131,942932,1037386,1.10E+07,73274,228095,44476,1072674,80358,1,56912,1949308,265860,44382,863524,426170,151047,537044,122140,1,1856445,385860,1068109,756686,200045,1411003,"Leu Ala Arg [ C15 H30 N6 O4, db=96.96, overall=48.48 ]",358.2328,12.025667,
311.152@12.032904,1,80481,62197,41058,62797,67383,49767,71469,1,1,39712,29007,29817,25140,1,36582,64727,58722,56200,35139,1,1,70737,60878,62971,74107,71488,52474,82768,87694,46423,165202,178557,140104,207732,208151,231774,,311.152,12.032904,
353.2775@12.026425,1,39067,306450,86898,4003079,437608,68256,739437,4867076,75514,155938,2621699,808138,846076,1.03E+07,71815,190197,1,974129,74063,1.31E+07,1,1618690,267062,1,763485,365959,139020,456021,108354,1.04E+07,1706686,351492,976953,661750,189472,1273456,,353.2775,12.026425,
385.3189@12.040938,1,40908,56613,28453,40291,26319,23729,41134,37770,75267,22298,14549,1,39388,1,39392,67479,59351,62528,106680,37215,51218,79537,61749,75053,1,49893,40791,32900,27579,1,106354,90350,50091,90774,83744,122695,,385.3189,12.040938,
397.3187@12.041324,1,65569,99627,68515,303135,56645,51258,80275,43588,163631,55200,1,39306,241955,138587,213114,314311,206699,248099,189801,1,73361,300599,271388,280176,283502,285784,128343,219904,138771,59965,228692,227583,67886,264265,276158,264661,,397.3187,12.041324,
798.4948@12.054034,1,94951,91600,69810,86800,86142,66390,152270,139870,129299,1,1,131055,109816,106514,1,1,114937,110470,36423,33512,36301,1,44752,46023,44944,38592,1,29342,1,1,53120,47310,51665,40819,42677,42647,,798.4948,12.054034,
793.5397@12.054131,1,66988,1,53927,61986,64897,58619,111934,110529,111217,107254,102232,100354,81972,90084,112688,96003,89679,101889,34072,1,29275,48688,38556,41436,1,28679,34921,1,1,28407,45456,39894,41332,34885,37687,38468,,793.5397,12.054131,
D-Urobilinogen + 12.072692,1,29220,24875,18042,22466,19819,16071,23174,22652,21409,25426,23547,26317,1,23415,1,19287,22774,25386,22172,19656,20730,1,19812,17141,24946,1,19851,1,1,11869,1,1,21549,1,20780,1,"D-Urobilinogen [ C33 H42 N4 O6, db=57.10, overall=28.55, HMP ID=HMDB04158, KEGG ID= ]",590.3062,12.072692,
326.0038@12.075236,1,49690,28374,82611,130393,293082,138261,102925,84577,154788,47165,59065,380176,293357,293781,729599,118297,25560,158357,128325,57348,2382718,370482,433471,86232,55907,1,183992,177884,115106,118253,1,105624,58830,134522,56148,140468,,326.0038,12.075236,
236.1403@12.083773,1,88344,67350,52864,108882,76795,68969,72927,54410,39788,33449,1,23195,84284,53221,71257,70133,56717,44615,80117,56017,62831,88343,69947,69289,79540,44794,62722,60812,24433,20028,40241,32857,37635,57016,61748,54700,,236.1403,12.083773,
252.1866@12.082345,1,59264,42086,1,31850,46158,38042,59612,1,53540,47010,26507,34650,31149,39697,1,40556,40721,40677,51204,33174,48413,1,53000,40462,26356,1,28163,1,18545,1,30576,40154,37512,25484,40091,49039,,252.1866,12.082345,
586.209@12.083833,1,83917,168953,176460,105820,173019,168793,69888,169320,167426,103610,154491,156041,128555,156553,149141,149834,184937,163284,138267,166557,163206,172387,186715,183467,180703,192214,180909,173694,183618,143140,165882,178449,175497,178304,191537,190324,,586.209,12.083833,
350.155@12.082278,1,92396,75060,64694,91324,84911,78499,99773,84633,83732,93778,85408,81045,85392,85131,84558,84004,82231,84283,76196,64606,67968,106678,91815,90928,96601,74786,80414,57467,62085,44031,86569,78528,72594,87710,93821,87626,,350.155,12.082278,
526.1727@12.085113,1,138709,165120,141123,150969,157737,145957,148195,156055,160707,141493,156241,140816,147479,146607,131762,150530,149935,144701,142959,136839,137702,170348,155443,155900,157382,74434,147462,127830,132111,112559,155416,145823,146642,158684,162593,155329,,526.1727,12.085113,
466.1347@12.082086,1,206318,140224,107587,195100,137609,112750,183305,139342,134628,159369,126535,117384,1,125765,113305,146735,121441,115613,132822,101804,100699,172970,129644,120905,108487,111142,107861,1,82048,68861,135206,120254,112913,129411,129359,118617,,466.1347,12.082086,
270.1981@12.084306,1,413843,338344,243964,381024,349811,296939,401920,328701,317570,371003,349190,270187,383684,311445,357196,369177,307695,295975,344357,234854,242499,423343,316283,295975,336635,285959,262992,230300,241855,175115,329442,276809,304093,344573,339217,299289,,270.1981,12.084306,
412.1294@12.085416,1,156580,127717,109848,145280,128060,116030,141394,115133,123148,129832,109764,112151,132147,117557,110210,126147,113451,117064,124332,108008,110942,144260,118892,117209,126712,114164,114480,102716,99042,90589,117115,110959,112180,122439,122129,113822,,412.1294,12.085416,
Testosterone sulfate,1,112262,107378,88764,119765,116105,109601,124621,119238,114127,110418,103590,102118,109344,101271,108877,114854,109958,112025,100225,88548,89544,135514,121404,111330,114943,94607,99858,75555,82441,70452,114982,98465,110447,115286,112230,110815,"Testosterone sulfate [ C19 H28 O5 S, db=92.27, overall=46.13, KEGG ID=, CAS ID=651-45-6 ]",368.1654,12.082582,651-45-6
498.1664@12.083362,1,59860,48989,44580,59197,48418,42017,60998,43626,45967,49103,43332,37907,51990,43583,40335,51717,29153,42200,44094,36566,37986,57198,44447,42510,48629,35424,41440,32309,30793,23866,46850,39360,38016,44643,46734,37839,,498.1664,12.083362,
616.2339@12.084806,1,39594,71545,56862,70533,84265,61679,72453,87661,76158,73816,84291,79478,85459,75788,82016,92387,78013,73600,89697,67594,77576,104336,82711,92307,96658,84929,83723,73438,70944,58555,88374,78603,81065,100108,90294,88041,,616.2339,12.084806,
2-amino-tetradecanoic acid + 12.102666,1,76488,93390,49432,75173,94406,62632,57951,41956,70635,75790,41942,65334,116685,72956,103790,69553,59400,44687,92479,43961,65494,82519,51466,63666,67890,40707,65448,82697,82805,60017,73154,74216,60020,71439,64670,67054,"2-amino-tetradecanoic acid [ C14 H29 N O2, db=84.12, overall=42.06, Lipid ID=, KEGG ID= ]",243.2196,12.102666,
482.3452@12.104295,1,241984,50643,169050,201425,188862,35678,82699,78044,307791,74633,275636,261837,237192,241187,54641,230816,231630,224249,157065,1,147996,243128,175317,52065,183904,152921,1,134212,148825,129819,196752,179590,184589,192049,203804,190980,,482.3452,12.104295,
234.1617@12.111666,1,76130,72801,72559,99886,76972,70982,67266,60328,72833,73698,59752,53055,104002,61381,74854,66728,48421,55987,85972,53093,33693,45458,41756,40795,64936,56817,56946,59222,52828,42074,54392,56036,35984,63513,59914,55702,,234.1617,12.111666,
"4,7,10,13-hexadecatetraenoic acid",1,82658,69804,75392,100768,94166,80180,103387,87352,86118,76811,68978,76354,1,62770,88158,70927,69783,59180,68276,1,1,68047,57592,1,63050,1,71984,67609,67792,74379,64047,68312,77851,83065,68314,60148,"4,7,10,13-hexadecatetraenoic acid [ C16 H24 O2, db=79.54, overall=39.77, Lipid ID=, KEGG ID= ]",248.1769,12.122094,
Penbutolol + 12.120156,1,72547,76031,80626,86131,96377,85770,101634,83056,95718,117590,114064,67303,78561,74881,121232,90687,69752,1,116950,91978,73158,1,1,76079,109911,64338,68615,77868,1,73628,74213,70545,73344,61946,78297,120616,"Penbutolol [ C18 H29 N O2, db=68.40, overall=34.20, KEGG ID=C07416, CAS ID=38363-40-5 ]",291.2195,12.120156,38363-40-5
837.5658@12.128968,1,56433,60243,45638,53155,52358,54871,99572,100502,137229,88073,87098,82457,75693,80510,85016,72284,81755,82046,27986,1,24258,39300,30940,32465,26552,25609,28619,1,1,1,35373,28536,1,28660,29548,28657,,837.5658,12.128968,
Acitretin Ro 23-4750,1,21840,28859,21375,23696,26666,21683,27377,17476,17012,1,17639,17146,16505,18386,15097,25369,22521,18067,1,1,1,22312,20388,1,21969,21350,1,1,1,14511,45706,1,23830,16988,20314,1,"Acitretin Ro 23-4750 [ C21 H26 O4, db=77.85, overall=38.93, KEGG ID=, CAS ID=121785-73-7 ]",342.1837,12.136654,121785-73-7
264.1359@12.146778,1,668315,550583,419526,747060,623610,603700,541046,467737,469337,426873,400325,344890,376705,351400,364133,535954,542739,513008,597537,521016,532889,481901,395436,398566,457798,412369,406114,302976,313401,304679,1026948,829713,960685,424778,461954,435206,,264.1359,12.146778,
Hydroxyibuprofen,1,87514,69260,54798,93442,80516,86581,66558,64817,60940,54938,73712,47579,48675,1,48768,74089,70053,68191,77543,76040,71502,67909,50738,53287,61815,57758,1,36378,62876,39313,130203,114748,114495,51068,60194,52920,"Hydroxyibuprofen [ C13 H18 O3, db=74.22, overall=37.11, KEGG ID=, CAS ID=51146-55-5 ]",222.1252,12.146971,51146-55-5
Lactone of PGF-MUM,1,157977,99697,70642,131771,106079,106680,87940,82858,97297,75487,64223,65897,65604,72994,69263,95064,107965,91246,140884,91518,114149,90889,73865,93854,79185,73858,77270,51160,64469,52119,190945,143622,166320,74246,82502,72522,"Lactone of PGF-MUM [ C16 H24 O5, db=79.76, overall=39.88, KEGG ID=, CAS ID= ]",296.1624,12.147417,
Artemisinin + 12.147778,1,1068968,908035,683397,1172153,994611,836832,831389,720014,728427,639660,591448,550542,580610,543543,92877,823356,823109,832906,954890,833617,850418,777759,628364,627086,733889,653707,642985,70421,518810,451866,1707747,1378933,1561760,673406,715187,645801,"Artemisinin [ C15 H22 O5, db=99.12, overall=49.56, KEGG ID=C09538, CAS ID=63968-64-9 ]",282.1466,12.147778,63968-64-9
341.2723@12.151607,1,42597,29254,22550,1,25242,25802,1,23251,20429,31059,1,23738,26065,18807,21031,1,21998,1,29168,1,20236,20966,1,20102,12788,17403,18830,1,21803,15492,19534,25497,24113,20962,16929,16651,,341.2723,12.151607,
Cys Gln Met + 12.147638,1,54830,43804,28900,51618,45042,41933,39897,34954,37385,28222,23547,22901,27344,27224,24395,36105,41612,41649,44692,37946,37027,29796,29584,28416,32333,32663,27123,19976,27988,19621,70385,56758,59712,36613,31530,31820,"Cys Gln Met [ C13 H24 N4 O5 S2, db=68.35, overall=34.18 ]",380.1164,12.147638,
Tetranor Iloprost + 12.177001,1,25193,26016,21330,52428,40829,34123,47675,60732,56211,77344,74211,52430,67054,80532,1,91405,86884,1,1,1,1,1,1,84269,29842,1,36537,1,24924,18515,42218,47781,58594,1,1,1,"Tetranor Iloprost [ C18 H26 O4, db=63.70, overall=31.85, KEGG ID=, CAS ID=93220-69-0 ]",306.1804,12.177001,93220-69-0
Pro Trp Thr,1,54458,55494,49233,66129,65842,55506,46910,52562,48772,41670,1,31054,38671,36584,38591,47612,50542,65766,55704,14937,60448,51458,18153,43778,45850,52476,45722,37140,35681,36481,99671,85254,104424,50178,51471,17548,"Pro Trp Thr [ C20 H26 N4 O5, db=72.34, overall=36.17 ]",402.1937,12.148144,
(Z)-N-(2-hydroxyethyl)hexadec-7-enamide + 12.156,1,78599,80439,78404,81048,1,79305,68438,72299,1,81075,72691,1,83363,74589,83643,67757,1,65810,66199,76062,61091,77488,56975,67000,1,70989,69995,71042,74993,63446,67933,78224,67169,69148,62413,66675,"(Z)-N-(2-hydroxyethyl)hexadec-7-enamide [ C18 H35 N O2, db=77.59, overall=38.79, KEGG ID=, CAS ID= ]",297.2667,12.156,
315.2772@12.155445,1,1347049,1255504,1194114,1292824,1203033,1158619,1241258,1179039,1141050,1334625,1218719,1234510,1264208,1162067,1136098,1230568,1150027,1149720,1204427,1167138,1126308,576258,1150400,1151286,1035087,1174882,1153307,1188681,1104085,1115545,1228811,1169183,1142146,1167755,1162107,1104375,,315.2772,12.155445,
413.2455@12.157277,1,93759,62852,61479,76560,57125,66873,56570,69074,54231,1,29232,46241,69466,51455,56432,1,51783,51982,57612,72028,111767,1,42741,56720,57225,58148,1,70577,1,79880,1,44445,1,44349,56966,82192,,413.2455,12.157277,
313.2615@12.160829,1,190747,130116,233636,106859,215460,269906,97820,235031,89269,109914,280833,88086,1,109949,245214,242022,116391,241474,294082,93004,95159,99701,261369,193548,270597,274290,93463,236037,195669,201392,266598,107017,235942,221542,448402,108566,,313.2615,12.160829,
311.1518@12.180069,1,43361,32708,18906,1,41887,24600,38405,37098,44082,1,1,1,1,11237,1,40618,33344,28890,1,14405,1,38973,36851,29508,39086,40800,30310,33176,33735,41508,93368,93259,102299,115023,122210,109359,,311.1518,12.180069,
299.9847@12.185141,1,895879,755955,1010572,3930745,1753298,1284219,1516225,1352819,2822414,2085016,1175261,1427654,2877385,3347796,2667639,1641381,1378617,1971344,3610567,1616253,1167819,2610663,2822958,1601756,2569066,1531913,1763327,2406405,2554389,1764565,2031005,2665732,730651,2656584,2188187,1890227,,299.9847,12.185141,
Ubiquinone (Q2),1,29432,50335,35393,1,1,1,26088,47919,53319,47727,47065,36988,22736,32585,32465,23323,18753,39887,37812,58666,65004,1,30684,23352,63044,60353,44041,19107,1,1,1,134119,139991,55638,36331,1,"Ubiquinone (Q2) [ C19 H26 O4, db=42.47, overall=21.23, KEGG ID=, CAS ID=606-06-4 ]",318.1804,12.2324295,606-06-4
606.2023@12.187666,1,115394,95075,75630,196528,164996,134342,182810,185252,176774,157908,146722,136581,122473,117725,111903,119386,107828,102362,86676,72838,72444,61966,60249,56937,48544,45527,41612,116260,122175,109175,69854,60650,62887,32107,31858,29976,,606.2023,12.187666,
Hydrocortisone succinate,1,404800,366923,283731,775394,717821,575122,781170,753694,766148,643940,644475,588424,488611,476046,489239,456955,438739,445960,342742,286773,307726,259830,233110,229110,186463,178356,170894,443897,492390,445577,302139,264034,283759,120615,129646,128739,"Hydrocortisone succinate [ C25 H34 O8, db=96.63, overall=48.31, Lipid ID=LMST02030126, KEGG ID=C12888 ]",462.2252,12.1875,
525.2572@12.187778,1,231740,187432,142784,389409,355856,482030,409344,357559,368014,368161,313081,295470,245740,226726,269117,230448,220958,222115,175113,145087,153699,126105,119521,109786,89892,83002,84379,218623,231687,230313,149028,131264,140044,55427,59479,56091,,525.2572,12.187778,
568.2631@12.187808,1,47554,49560,37244,61501,93596,67780,85726,98250,98906,73675,81887,80220,60212,63476,64472,57623,62667,62023,41027,44669,43443,33661,34012,33497,24197,25483,28694,63602,72463,72959,48516,41953,46209,17338,19830,16771,,568.2631,12.187808,
621.1704@12.188378,1,37513,27839,20925,71323,53014,40766,71773,50007,40414,56770,42001,33998,37773,35387,27937,37836,32745,23093,24746,22888,17011,18937,13241,1,1,1,1,36688,34718,28668,18907,18410,14196,1,1,1,,621.1704,12.188378,
Trp Tyr Tyr,1,583186,438009,324561,908908,366693,575208,953758,818862,758518,807323,662452,646626,1,1,497705,541909,461616,1,402936,1,323064,295959,254874,239787,207614,185383,171406,506704,502156,467758,335648,271701,299980,130483,131563,106857,"Trp Tyr Tyr [ C29 H30 N4 O6, db=72.13, overall=36.06 ]",530.2126,12.187939,
Val Leu Phe,1,216071,187767,130522,213118,153328,152519,252831,182533,254786,192376,214028,178645,285775,249293,274660,228320,189575,211185,234145,182713,150181,338187,252005,265117,323575,237267,256155,182267,218367,187134,252679,197606,191291,239640,240402,219853,"Val Leu Phe [ C20 H31 N3 O4, db=88.80, overall=44.40 ]",377.2329,12.190221,
628.2743@12.1870985,1,23643,22281,16748,38178,40051,33917,35625,45497,46038,33758,37211,38123,27540,27237,28664,26597,25605,24499,16554,18736,19388,14552,13292,13280,1,1,1,25121,29885,28832,17560,14485,19057,1,1,1,,628.2743,12.1870985,
420.2121@12.200396,1,42153,32282,21744,43419,1,23557,34599,32962,30443,25826,24502,1,38511,34217,30026,1,33991,30593,42577,41572,39487,47431,35374,34698,33773,27582,27234,39935,39407,34841,56329,50266,47583,52850,57013,53351,,420.2121,12.200396,
10-keto tridecanoic acid,1,134905,121220,77640,17381,88358,79025,96579,97623,91077,79459,86174,88454,37319,50720,53165,1,26582,27338,56052,73451,62122,62921,33019,46825,52486,42867,126998,107446,130504,85527,304429,9723,168929,46189,42624,24915,"10-keto tridecanoic acid [ C13 H24 O3, db=61.20, overall=30.60, Lipid ID=LMFA01060042, KEGG ID= ]",228.1723,12.197486,
16-phenyl-tetranor-PGE2,1,76318,59290,44033,51558,43497,32529,45627,39214,38549,68211,64686,64308,70453,69096,46349,43245,44560,48386,48525,58005,50495,41581,34372,39321,33410,33856,39621,22223,22046,25108,54774,44443,1,31965,32739,29048,"16-phenyl-tetranor-PGE2 [ C22 H28 O5, db=56.89, overall=28.44, Lipid ID=LMFA03010066, KEGG ID= ]",372.191,12.199401,
