Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
P16949,Stathmin,66.44,13,17,17,97,0.874,45;-;37,1.9,1.333,45;-;37,,1.266,45;-;37,1.8,1.414,45;-;37,9,1.248,45;-;37,,139.34,66.44,17,54,,,,,117.31,65.1,16,43,149,17.3,5.97
P16989,Isoform 2 of DNA-binding protein A,18.81,8,1,4,20,0.781,1;-;1,0.4,0.787,1;-;1,,0.784,1;-;1,23.2,0.804,1;-;1,1.3,0.779,1;-;1,,41.66,18.81,4,11,,,,,28.05,18.81,4,9,303,31.9,9.66
P17026,Zinc finger protein 22,36.16,106,7,8,18,0.966,9;-;5,2.5,1.307,9;-;5,,0.924,9;-;5,3.8,1.059,9;-;5,2.1,1.11,9;-;5,,26.34,36.16,8,11,,,,,16.47,28.57,6,7,224,25.9,10.04
P17028,Isoform 2 of Zinc finger protein 24,18.65,2,2,2,2,1.103,1;-;-,,1.051,2;-;-,,0.983,2;-;-,,1.002,2;-;-,,1.03,2;-;-,,4.79,18.65,2,2,,,,,,,,,193,22.4,4.61
P17050,Alpha-N-acetylgalactosaminidase,11.19,3,4,4,8,0.954,4;-;3,9.6,1.022,4;-;3,,1.09,4;-;3,0.7,1.048,4;-;3,6.4,0.974,4;-;3,,14.68,7.06,3,4,,,,,12.22,9.73,3,4,411,46.5,5.19
P17066,Heat shock 70 kDa protein 6,17.42,2,1,10,141,1.353,1;-;-,,0.867,1;-;-,,1.141,1;-;-,,0.986,1;-;-,,0.992,1;-;-,,226.66,17.42,10,71,,,,,224.76,12.91,8,70,643,71,6.14
P17096,Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y,34.38,7,7,7,70,0.96,31;-;30,1.5,1.277,31;-;30,,0.906,31;-;30,0.8,1.041,31;-;30,1.1,1.195,31;-;30,,59.5,34.38,6,36,,,,,58.26,34.38,7,34,96,10.7,10.32
P17152,Transmembrane protein 11,14.58,2,3,3,8,0.852,5;-;3,12.2,0.966,5;-;3,,0.987,5;-;3,4.2,0.991,5;-;3,8.8,0.946,5;-;3,,12.51,14.58,3,5,,,,,9.38,14.58,3,3,192,21.5,7.36
P17174,"Aspartate aminotransferase, cytoplasmic",36.56,2,13,13,22,1.265,8;-;11,3.5,0.966,8;-;11,,0.948,8;-;11,5.1,0.938,8;-;11,6.6,0.946,8;-;11,,31.41,25.18,10,10,,,,,43.57,31.96,10,12,413,46.2,7.01
P17213,Bactericidal permeability-increasing protein,10.88,6,4,6,14,1.947,3;-;5,21.3,1.941,3;-;5,,1.522,3;-;5,13.4,2.086,3;-;5,36.7,2.511,3;-;5,,18.94,10.88,6,7,,,,,20.15,10.88,6,7,487,53.9,9.38
P17252,Protein kinase C alpha type,39.73,6,19,30,110,1.024,21;-;15,4,0.869,21;-;15,,0.931,21;-;15,4,0.862,21;-;15,3.4,0.879,21;-;15,,167.62,34.38,24,57,,,,,160.25,29.02,21,53,672,76.7,7.05
P17301,Integrin alpha-2,26.76,2,5,24,104,0.818,10;-;9,3.6,0.643,10;-;9,,0.827,10;-;9,2,0.561,10;-;9,1.9,0.753,10;-;9,,201.92,26.08,23,56,,,,,169.9,25.57,22,48,1181,129.2,5.31
P17480,Isoform UBF2 of Nucleolar transcription factor 1,31.09,1,1,23,59,1.254,1;-;-,,1.391,1;-;-,,0.904,1;-;-,,1.454,1;-;-,,1.304,1;-;-,,100.78,30.26,22,33,,,,,70.33,22.42,17,26,727,84.9,5.55
P17480,Isoform UBF1 of Nucleolar transcription factor 1,29.58,2,1,23,58,,,,,,,,,,,,,,,,98.93,28.8,22,33,,,,,68.03,20.29,16,25,764,89.4,5.81
P17535,Transcription factor jun-D,4.32,1,1,1,1,1.073,-;-;1,,1.01,-;-;1,,0.8,-;-;1,,0.895,-;-;1,,1.073,-;-;1,,,,,,,,,,0,4.32,1,1,347,35.2,7.37
P17568,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,54.74,1,6,6,27,0.919,12;-;13,3.9,0.958,12;-;13,,0.986,12;-;13,2.3,0.946,12;-;13,4.3,0.998,12;-;13,,34.07,50.36,5,13,,,,,33.68,43.8,5,14,137,16.4,8.92
P17612,Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha,32.36,3,4,10,52,1.55,2;-;-,,1.171,2;-;-,,0.744,2;-;-,,0.863,2;-;-,,0.823,2;-;-,,84.65,29.74,9,30,,,,,62.72,19.83,7,22,343,39.8,8.66
P17655,Calpain-2 catalytic subunit,45.43,8,23,25,127,1.101,53;-;46,0.8,1.17,53;-;46,,1.089,53;-;46,1,1.214,53;-;46,0.4,1.123,53;-;46,,229.81,40.29,22,66,,,,,186.33,41.29,23,61,700,80,4.98
P17676,CCAAT/enhancer-binding protein beta,2.9,1,1,1,1,1.072,-;-;1,,1.684,-;-;1,,1.723,-;-;1,,2.125,-;-;1,,1.264,-;-;1,,,,,,,,,,3.98,2.9,1,1,345,36.1,8.31
P17706,tyrosine-protein phosphatase non-receptor type 2,4.53,6,2,2,4,0.903,3;-;1,13.9,1.031,3;-;1,,0.996,3;-;1,2.1,1.129,3;-;1,4.2,0.982,3;-;1,,9.17,4.53,2,3,,,,,2.87,2.55,1,1,353,41,6.4
P17812,CTP synthase 1,22.17,9,10,12,19,1.053,5;-;5,0.3,0.86,5;-;5,,0.97,5;-;5,4.3,0.881,5;-;5,3.3,0.919,5;-;5,,34.31,14.89,9,11,,,,,26.64,16.24,7,8,591,66.6,6.46
P17844,Probable ATP-dependent RNA helicase DDX5,40.07,3,20,27,97,1.026,24;-;16,1,1.18,24;-;16,,1.051,24;-;16,0.9,1.225,24;-;16,6.3,1.087,24;-;16,,166.21,38.93,26,53,,,,,133.69,36.16,22,44,614,69.1,8.92
P17858,"Isoform 1 of 6-phosphofructokinase, liver type",41.15,4,23,27,111,1.142,34;-;24,2.1,0.996,34;-;24,,1.027,34;-;24,0,1.06,34;-;24,2.5,1.001,34;-;24,,178.76,37.69,25,59,,,,,161.21,39.62,24,52,780,85,7.5
P17900,Ganglioside GM2 activator,33.16,2,6,6,11,1.485,2;-;2,42.9,1.314,2;-;2,,1.357,2;-;2,24.1,1.77,2;-;2,30.2,1.249,2;-;2,,13.92,27.46,5,5,,,,,14.62,22.8,5,6,193,20.8,5.31
P17927,complement receptor 1 isoform S precursor,8.64,10,5,5,12,0.739,5;-;3,10.6,1.526,5;-;3,,1.843,5;-;3,9.5,2.064,5;-;3,13.5,1.356,5;-;3,,30.1,8.64,5,8,,,,,14.36,7.07,4,4,2489,272.7,6.98
P17931,Galectin-3,24,2,7,7,18,1.254,7;-;8,1.3,1.204,7;-;8,,1.358,7;-;8,11.9,1.384,7;-;8,19,1.155,7;-;8,,30.66,24,7,10,,,,,24.95,22.8,6,8,250,26.1,8.56
P17980,26S protease regulatory subunit 6A,55.58,2,20,20,68,1.098,28;-;30,2.6,0.97,28;-;30,,1.029,28;-;30,3.6,1.014,28;-;29,4.2,1.008,28;-;30,,97.32,47.15,16,31,,,,,112.07,53.08,19,37,439,49.2,5.24
P17987,T-complex protein 1 subunit alpha,58.45,3,32,32,193,0.962,79;-;72,5.3,0.921,80;-;74,,0.965,80;-;73,2.3,0.905,80;-;74,5.4,0.947,79;-;74,,326.49,55.4,28,98,,,,,311.26,55.58,30,95,556,60.3,6.11
P18031,Tyrosine-protein phosphatase non-receptor type 1,34.94,1,14,14,56,0.997,19;-;22,12.5,0.846,19;-;22,,0.905,19;-;22,0.5,0.821,19;-;22,3.8,0.894,19;-;22,,86.82,34.94,14,28,,,,,84.99,34.94,14,28,435,49.9,6.27
P18054,"Arachidonate 12-lipoxygenase, 12S-type",37.25,2,21,21,153,0.911,65;-;57,13.6,0.692,65;-;57,,0.878,65;-;57,1.9,0.614,64;-;56,3.7,0.798,65;-;57,,257.12,35.14,19,78,,,,,252.97,37.25,21,75,663,75.6,6.21
P18077,60S ribosomal protein L35a,39.09,4,7,7,49,0.924,19;-;21,1.6,1.173,19;-;21,,0.984,19;-;21,0.1,1.081,19;-;21,7.2,1.082,19;-;21,,67.43,39.09,7,25,,,,,62.15,39.09,7,24,110,12.5,11.06
P18084,Integrin beta-5,7.01,3,4,4,6,0.886,3;-;2,4.3,0.826,3;-;2,,0.946,3;-;2,3.1,0.81,3;-;2,6.4,0.904,3;-;2,,14.5,6.13,3,4,,,,,4.81,2.13,2,2,799,88,6.06
P18124,60S ribosomal protein L7,30.24,7,10,10,40,1.041,14;-;12,0.5,1.231,14;-;12,,1.087,14;-;12,1.6,1.254,14;-;12,2.6,1.151,14;-;12,,61.33,30.24,10,20,,,,,59.98,30.24,9,20,248,29.2,10.65
P18206,Isoform 1 of Vinculin,81.33,7,101,102,1927,0.927,811;-;792,1.1,0.679,811;-;792,,0.899,811;-;791,0.1,0.687,811;-;792,0.8,0.783,811;-;791,,3129.46,81.05,98,956,,,,,3135.38,78.42,96,971,1066,116.6,6.09
P18433,Isoform 2 of Receptor-type tyrosine-protein phosphatase alpha,11.73,5,5,8,14,0.861,6;-;2,10.4,0.898,6;-;2,,0.899,6;-;2,14.5,0.799,6;-;2,13.2,0.908,6;-;2,,29.18,8.95,5,8,,,,,18.96,8.07,6,6,793,89.6,6.9
P18440,Arylamine N-acetyltransferase 1,6.55,2,1,1,2,0.938,1;-;1,3.4,1.004,1;-;1,,0.966,1;-;1,0.1,0.916,1;-;1,4.1,0.966,1;-;1,,4.29,6.55,1,1,,,,,4.24,6.55,1,1,290,33.9,6.54
P18583,Isoform E of Protein SON,6.07,12,9,9,19,1.014,5;-;5,0.3,1.195,5;-;5,,1.054,5;-;5,2.5,1.281,5;-;5,8,1.09,5;-;5,,36.07,6.07,9,11,,,,,23.06,3.7,7,8,2108,228,5.4
P18621,60S ribosomal protein L17,45.65,10,8,9,68,0.971,26;-;21,2,1.231,26;-;21,,0.977,26;-;21,2,1.158,26;-;21,3.8,1.117,26;-;21,,120.37,45.65,8,38,,,,,95.61,43.48,7,30,184,21.4,10.17
P18669,Phosphoglycerate mutase 1,71.26,9,16,16,297,0.976,135;-;135,1.8,1.095,135;-;135,,1.14,135;-;135,0.6,1.196,135;-;135,0.5,1.07,135;-;135,,486.07,68.9,15,146,,,,,521.08,63.78,14,151,254,28.8,7.18
P18754,Regulator of chromosome condensation,36.82,11,10,10,21,0.933,10;-;5,4.3,1.056,10;-;5,,1.08,10;-;5,4.9,1.122,10;-;5,1.5,1.134,10;-;5,,46.41,32.78,9,13,,,,,27.57,22.8,7,8,421,44.9,7.52
P18846,Cyclic AMP-dependent transcription factor ATF-1,6.27,15,1,2,3,,,,,,,,,,,,,,,,3.43,3.32,1,1,,,,,6.77,6.27,2,2,271,29.2,8.37
P18859,"ATP synthase-coupling factor 6, mitochondrial",41.67,3,7,7,34,0.946,12;-;11,5.5,0.948,12;-;11,,1.033,12;-;11,0.4,1.008,12;-;11,0.1,0.903,12;-;11,,60.85,41.67,6,17,,,,,54.46,41.67,7,17,108,12.6,9.52
P19086,Guanine nucleotide-binding protein G(z) subunit alpha,41.69,2,13,14,64,0.898,24;-;25,1.3,0.689,24;-;25,,0.866,24;-;25,0.8,0.638,24;-;25,1.1,0.75,24;-;25,,109.65,40,13,32,,,,,100.69,41.69,14,32,355,40.9,7.61
P19105,Myosin regulatory light chain 12A,71.35,9,4,12,1105,0.796,361;-;308,8,0.699,361;-;308,,0.872,361;-;308,0.1,0.603,360;-;308,7.7,0.795,361;-;308,,1878.75,71.35,12,598,,,,,1447.54,71.35,12,507,171,19.8,4.81
P19174,"Isoform 1 of 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1",8.91,3,8,8,12,0.984,8;-;4,3.9,1.256,8;-;4,,0.94,8;-;4,5.1,1.157,8;-;4,2.1,1.186,8;-;4,,22.73,7.36,7,8,,,,,12.04,3.64,3,4,1290,148.4,6.05
P19338,Nucleolin,44.65,10,42,43,362,1.025,148;-;138,2.1,1.271,148;-;138,,1.086,148;-;138,0.1,1.275,148;-;138,1.7,1.153,148;-;138,,550.5,44.65,43,174,,,,,548.91,42.54,38,188,710,76.6,4.7
P19367,Isoform 4 of Hexokinase-1,48.29,8,44,46,300,1.035,121;-;110,2.1,0.856,121;-;110,,0.941,121;-;110,0.5,0.826,121;-;110,0.2,0.889,121;-;110,,472.42,47.4,43,154,,,,,462.09,42.76,44,146,905,101,6.96
P19387,DNA-directed RNA polymerase II subunit RPB3,29.82,3,5,5,9,1.077,4;-;4,7.7,1.154,4;-;4,,1.106,4;-;4,7.4,1.126,4;-;4,1.6,1.125,4;-;4,,16.92,29.82,5,5,,,,,11.48,19.27,3,4,275,31.4,4.92
P19388,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",44.29,1,7,7,20,1.167,9;-;6,6.4,1.188,9;-;6,,1.022,9;-;6,4.5,1.254,9;-;6,0.9,1.167,9;-;6,,38.45,44.29,7,13,,,,,22.96,20.48,4,7,210,24.5,5.95
P19397,Leukocyte surface antigen CD53,6.85,2,2,2,8,0.905,1;-;2,18.2,0.933,1;-;2,,0.943,1;-;2,2.4,1.01,1;-;2,3,0.948,1;-;2,,8.67,3.65,1,3,,,,,8.44,6.85,2,5,219,24.3,7.52
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",32.53,7,7,7,24,1.129,9;-;12,0.5,1.04,9;-;12,,0.97,9;-;12,7.8,0.905,9;-;12,4.4,0.988,9;-;12,,26.65,30.12,6,9,,,,,35.38,25.3,5,15,249,27.4,8.06
P19447,TFIIH basal transcription factor complex helicase XPB subunit,2.69,1,1,1,2,2.286,1;-;1,17.4,1.086,1;-;1,,0.992,1;-;1,10,1.083,1;-;1,13.7,1.148,1;-;1,,3.52,2.69,1,1,,,,,4.27,2.69,1,1,782,89.2,7.23
P19474,Isoform 1 of E3 ubiquitin-protein ligase TRIM21,29.89,2,13,13,24,0.996,10;-;2,10.2,0.994,10;-;2,,1.056,10;-;2,2.4,1.046,10;-;2,11.9,0.985,10;-;2,,41.73,25.68,11,13,,,,,31.32,16.84,8,11,475,54.1,6.38
P19623,Spermidine synthase,25.83,1,4,4,7,0.895,3;-;4,28.1,1.014,3;-;4,,0.894,3;-;4,14.5,0.874,3;-;4,18.2,1.025,3;-;4,,10.43,18.87,3,3,,,,,15.07,17.88,3,4,302,33.8,5.49
P19652,Alpha-1-acid glycoprotein 2,20.9,1,2,5,12,1.05,2;-;2,7.9,0.666,2;-;2,,0.767,2;-;2,17.4,0.6,2;-;2,7.1,0.771,2;-;2,,16.03,20.9,5,7,,,,,13.07,16.92,3,5,201,23.6,5.11
P19784,Casein kinase II subunit alpha',37.14,1,9,9,12,1.165,4;-;5,4.4,1.006,4;-;5,,1.053,4;-;5,11.6,1.043,4;-;5,3.6,0.992,4;-;5,,10.42,18.29,4,4,,,,,22.82,31.43,8,8,350,41.2,8.56
P19838,Isoform 1 of Nuclear factor NF-kappa-B p105 subunit,21.9,5,17,17,38,0.913,16;-;18,1.9,1.078,16;-;18,,0.947,16;-;18,3.8,0.989,16;-;18,0.1,1.045,16;-;18,,72.34,18.6,14,19,,,,,65.63,13.84,12,19,968,105.3,5.4
P19878,Neutrophil cytosol factor 2,38.59,7,18,18,52,0.98,25;-;19,1.2,1.396,25;-;19,,1.496,25;-;19,0.5,1.799,25;-;19,5.1,1.239,25;-;19,,85.28,37.26,16,29,,,,,76.83,36.31,16,23,526,59.7,6.16
P20020,Isoform E of Plasma membrane calcium-transporting ATPase 1,9.14,20,5,8,11,1.009,1;-;1,69.2,0.976,1;-;1,,1.403,1;-;1,45.4,0.904,1;-;1,5.4,1.405,1;-;1,,20.63,6.75,6,6,,,,,15.61,7.6,5,5,1171,129.1,6.16
P20042,Eukaryotic translation initiation factor 2 subunit 2,38.14,2,13,13,48,1.115,17;-;21,2.2,1.014,17;-;21,,1.004,17;-;21,4.7,1.025,17;-;21,2.8,0.968,17;-;21,,68.43,38.14,12,24,,,,,67.13,38.14,13,24,333,38.4,5.8
P20138,Myeloid cell surface antigen CD33,8.24,4,2,2,3,0.938,-;-;2,,1.33,-;-;2,,1.222,-;-;2,,1.366,-;-;2,,1.143,-;-;2,,3.04,2.75,1,1,,,,,7.06,8.24,2,2,364,39.8,8.38
P20160,Azurocidin,27.09,2,5,5,16,2.546,5;-;6,38.9,1.394,5;-;6,,1.341,5;-;6,2,2.12,5;-;6,26.2,1.441,5;-;6,,19.75,27.09,5,8,,,,,26.14,27.09,5,8,251,26.9,9.5
P20290,Isoform 2 of Transcription factor BTF3,45.06,7,1,7,25,0.863,1;-;-,,1.076,1;-;-,,1.241,1;-;-,,1.187,1;-;-,,1.257,1;-;-,,31.72,27.16,6,12,,,,,27.7,43.83,6,13,162,17.7,7.5
P20290,Isoform 1 of Transcription factor BTF3,42.72,4,2,8,29,1.025,1;-;2,2.5,1.207,1;-;2,,0.883,1;-;2,12.9,1.029,1;-;2,12.9,1.095,1;-;2,,35.52,25.24,6,13,,,,,33.42,42.72,8,16,206,22.2,9.38
P20292,Arachidonate 5-lipoxygenase-activating protein,4.97,1,1,1,7,1.228,1;-;-,,1.13,1;-;-,,0.935,1;-;-,,0.948,1;-;-,,1.025,1;-;-,,10.34,4.97,1,4,,,,,6.98,4.97,1,3,161,18.1,8.44
P20338,"RAB4A, member RAS oncogene family variant",48.62,2,5,8,61,0.806,9;-;9,5.4,0.7,9;-;8,,1.011,9;-;9,4.8,0.7,9;-;8,10.1,0.846,9;-;9,,94.02,35.78,6,27,,,,,112.46,48.62,8,34,218,24.4,6.07
P20340,Isoform 1 of Ras-related protein Rab-6A,53.85,4,1,12,117,1.373,1;-;2,19.8,0.829,1;-;2,,1.085,1;-;2,20.3,1.12,1;-;2,31.7,0.997,1;-;2,,149.99,53.85,12,58,,,,,158.64,48.56,11,59,208,23.6,5.54
P20340,Isoform 2 of Ras-related protein Rab-6A,53.85,6,1,12,118,1.113,2;-;2,6.8,0.854,2;-;2,,1.014,2;-;2,4.8,0.97,2;-;2,4.5,0.853,2;-;2,,157.47,53.85,12,59,,,,,164.15,48.56,11,59,208,23.5,5.54
P20585,DNA mismatch repair protein Msh3,1.5,1,2,2,2,0.648,1;-;-,,0.741,1;-;-,,1.019,1;-;-,,0.932,1;-;-,,0.887,1;-;-,,3.16,1.5,2,2,,,,,,,,,1137,127.4,8.09
P20591,Interferon-induced GTP-binding protein Mx1,12.54,7,4,7,14,1.045,4;-;4,5.1,1.021,4;-;4,,1.104,4;-;4,2.3,1.273,4;-;4,5.9,1.048,4;-;4,,24.69,11.48,6,7,,,,,25.1,10.42,5,7,662,75.5,5.83
P20592,Interferon-induced GTP-binding protein Mx2,16.64,7,8,10,14,0.904,3;-;3,11.4,1.242,3;-;3,,1.131,3;-;3,11.6,1.275,3;-;3,14,1.204,3;-;3,,22.96,13.71,7,7,,,,,18.97,9.93,7,7,715,82,8.76
P20618,Proteasome subunit beta type-1,45.64,2,10,10,70,1.138,27;-;27,2.4,1.07,27;-;27,,0.988,27;-;27,0.7,1.089,27;-;27,1.8,1.002,27;-;27,,114.96,45.64,10,35,,,,,115.86,45.64,9,35,241,26.5,8.13
P20645,Cation-dependent mannose-6-phosphate receptor,36.1,2,9,9,49,0.851,22;-;19,0.4,0.811,22;-;19,,1.01,22;-;19,2.2,0.771,22;-;19,1.4,0.898,22;-;19,,88.74,36.1,9,25,,,,,72.25,29.6,8,24,277,31,5.83
P20674,"Cytochrome c oxidase subunit 5A, mitochondrial",50,3,8,9,44,1.002,19;-;18,2,0.986,19;-;18,,1.08,19;-;18,0.6,1.039,19;-;18,1.7,0.965,19;-;18,,61.45,50,9,25,,,,,46.55,50,9,19,150,16.8,6.79
P20700,Lamin-B1,76.45,2,43,51,426,0.966,159;-;141,2.1,1.213,159;-;141,,1.14,159;-;141,1.5,1.274,159;-;141,2.3,1.205,159;-;141,,725.86,75.09,50,226,,,,,627.66,73.38,47,200,586,66.4,5.16
P20701,Isoform 1 of Integrin alpha-L,19.4,6,18,18,59,1.066,24;-;23,2.4,1.189,24;-;23,,1.091,24;-;23,3.5,1.241,24;-;23,5.4,1.106,24;-;23,,90.82,17.61,16,27,,,,,96.74,17.18,16,32,1170,128.7,5.63
P20718,Granzyme H,17.48,8,5,5,14,0.928,5;-;5,2.5,1.149,5;-;5,,1.003,5;-;5,8.2,1.194,5;-;5,10,0.994,5;-;5,,15.33,10.98,3,6,,,,,23.46,17.48,5,8,246,27.3,9.79
P20810,Isoform 5 of Calpastatin,50.53,27,7,36,178,0.868,25;-;21,0.2,1.266,25;-;21,,1.105,25;-;21,0.1,1.267,25;-;21,4,1.144,25;-;21,,279.15,50.53,34,93,,,,,260,44.71,32,85,756,81.1,5.2
P20839,Isoform 2 of Inosine-5'-monophosphate dehydrogenase 1,10.43,10,3,5,9,0.879,1;-;-,,0.679,1;-;-,,1.086,1;-;-,,1.032,1;-;-,,0.851,1;-;-,,10.08,8.18,4,4,,,,,12.73,5.32,3,5,489,52.6,6.64
P20962,Parathymosin,22.55,3,2,2,5,0.943,2;-;2,3.2,1.109,2;-;2,,0.955,2;-;2,0.4,0.979,2;-;2,5.2,0.979,2;-;2,,7.66,22.55,2,2,,,,,10.38,22.55,2,3,102,11.5,4.16
P20963,Isoform 1 of T-cell surface glycoprotein CD3 zeta chain,43.9,2,1,8,25,,,,,,,,,,,,,,,,50.71,36.59,7,15,,,,,32.07,35.37,7,10,164,18.7,9.25
P20963,Isoform 3 of T-cell surface glycoprotein CD3 zeta chain,43.56,1,1,8,25,0.947,1;-;-,,0.932,1;-;-,,0.772,1;-;-,,0.976,1;-;-,,0.96,1;-;-,,50.71,43.56,8,16,,,,,32.07,28.22,6,9,163,18.6,9.25
P21281,"V-type proton ATPase subunit B, brain isoform",37.96,8,16,16,52,1.128,16;-;13,18.8,0.983,16;-;13,,1.168,16;-;13,1.6,1.192,16;-;13,0.3,0.978,16;-;13,,96.34,35.81,15,28,,,,,78.71,33.86,12,24,511,56.5,5.81
P21283,V-type proton ATPase subunit C 1,25.65,5,9,9,20,0.996,10;-;7,0.7,0.957,10;-;7,,1.043,10;-;7,6.1,0.959,10;-;7,6.5,0.946,10;-;7,,34.09,20.42,7,11,,,,,30.78,17.02,6,9,382,43.9,7.46
P21291,Cysteine and glycine-rich protein 1,67.36,3,11,11,134,0.807,65;-;58,0.5,0.707,65;-;58,,0.861,65;-;58,0,0.612,65;-;58,4.1,0.761,65;-;58,,247.34,67.36,11,69,,,,,223.53,67.36,9,65,193,20.6,8.57
P21333,Isoform 2 of Filamin-A,76.43,12,141,178,5251,0.87,1959;-;1820,0,0.673,1959;-;1820,,0.871,1959;-;1820,0.1,0.627,1959;-;1820,0.6,0.77,1959;-;1819,,9220.09,74.73,174,2684,,,,,9310.02,73.78,170,2567,2639,279.8,6.05
P21399,Cytoplasmic aconitate hydratase,17.89,3,14,14,29,0.952,13;-;9,8.7,0.874,13;-;9,,0.897,13;-;9,6.5,0.856,13;-;9,8.2,0.883,13;-;9,,51.3,17.89,14,16,,,,,40.34,12.82,11,13,889,98.3,6.68
P21462,fMet-Leu-Phe receptor,3.14,1,1,1,2,1.724,-;-;1,,1.025,-;-;1,,1.183,-;-;1,,1.195,-;-;1,,1.072,-;-;1,,2.5,3.14,1,1,,,,,3.27,3.14,1,1,350,38.4,9.03
P21675,Isoform 1 of Transcription initiation factor TFIID subunit 1,2.24,6,2,2,3,0.702,1;-;1,14.8,1.348,1;-;1,,1.117,1;-;1,4.1,1.281,1;-;1,18.1,1.052,1;-;1,,3.84,1.18,1,1,,,,,3.04,2.24,2,2,1872,212.5,5.07
P21730,C5a anaphylatoxin chemotactic receptor,3.14,1,1,1,1,,,,,,,,,,,,,,,,3.27,3.14,1,1,,,,,,,,,350,39.3,9.01
P21796,Voltage-dependent anion-selective channel protein 1,59.36,4,14,15,165,0.991,68;-;69,0.9,0.891,68;-;69,,1.016,68;-;69,1.5,0.875,68;-;69,0.9,0.954,68;-;69,,275.49,59.36,15,83,,,,,299.07,51.94,12,82,283,30.8,8.54
P21854,B-cell differentiation antigen CD72,4.46,2,1,1,1,1.02,1;-;-,,1.19,1;-;-,,0.905,1;-;-,,1.003,1;-;-,,0.931,1;-;-,,4.85,4.46,1,1,,,,,,,,,359,40.2,8.28
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",23.21,3,9,9,35,0.997,13;-;11,2.2,1.067,13;-;11,,0.95,13;-;11,1.6,1.052,13;-;11,6.6,1.009,13;-;11,,57,23.21,9,20,,,,,42.55,20,7,15,280,31.6,8.76
P21964,Isoform Soluble of Catechol O-methyltransferase,42.99,5,7,7,34,0.872,17;-;11,6.5,0.872,17;-;11,,1.087,17;-;11,2.3,0.943,17;-;11,1.7,0.897,17;-;11,,68.41,42.99,7,21,,,,,52.64,42.99,6,13,221,24.4,5.33
P22001,Potassium voltage-gated channel subfamily A member 3,1.39,1,1,1,1,,,,,,,,,,,,,,,,2.87,1.39,1,1,,,,,,,,,575,63.8,5.87
P22033,"Methylmalonyl-CoA mutase, mitochondrial",14.4,1,8,8,12,0.872,5;-;4,0,0.969,5;-;4,,1.034,5;-;4,2.9,0.932,5;-;4,9.2,0.995,5;-;4,,24,11.33,6,7,,,,,17.99,7.2,4,5,750,83.1,6.93
P22059,Isoform 1 of Oxysterol-binding protein 1,11.03,3,11,11,27,0.909,14;-;9,11.8,0.902,14;-;9,,0.915,14;-;9,2.1,0.859,14;-;9,0.3,0.884,14;-;9,,54.12,11.03,11,17,,,,,27.68,7.93,6,10,807,89.4,7.3
P22061,Isoform 1 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase,51.1,5,2,12,58,0.977,7;-;5,2.3,0.928,7;-;5,,0.991,7;-;5,5.1,0.881,7;-;5,6.4,0.957,7;-;5,,91.41,51.1,12,31,,,,,90.43,50.66,11,27,227,24.6,7.21
P22087,rRNA 2'-O-methyltransferase fibrillarin,47.35,2,14,14,75,1.05,26;-;23,1.8,1.119,26;-;23,,1.041,26;-;23,0.7,1.055,26;-;23,10.9,1.207,26;-;23,,115.27,47.35,14,38,,,,,108.16,41.12,12,37,321,33.8,10.18
P22102,Isoform Long of Trifunctional purine biosynthetic protein adenosine-3,25.64,10,20,20,52,0.894,24;-;19,7.9,0.983,24;-;19,,0.994,24;-;19,0.7,1.011,24;-;19,2.4,0.976,24;-;19,,83.14,22.08,16,26,,,,,87.2,21.98,18,26,1010,107.7,6.7
P22304,Isoform 3 of Iduronate 2-sulfatase,8.65,4,1,1,1,1.141,1;-;-,,1.177,1;-;-,,0.901,1;-;-,,1.034,1;-;-,,1.021,1;-;-,,4.08,8.65,1,1,,,,,,,,,312,34.9,6.73
P22307,Isoform SCPx of Non-specific lipid-transfer protein,17.37,7,9,9,27,0.986,17;-;8,0.7,0.969,17;-;8,,1.088,17;-;8,0.6,1.047,17;-;8,0.5,0.957,17;-;8,,48.16,17.37,9,17,,,,,25.77,12.61,7,10,547,59,6.89
P22314,Ubiquitin-like modifier-activating enzyme 1,38.94,8,28,36,278,1.005,104;-;99,1.4,1.027,104;-;99,,1.011,104;-;99,0,1.009,104;-;99,3.6,1.026,104;-;99,,464.53,37.15,33,138,,,,,453.38,35.16,32,140,1058,117.8,5.76
