Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
P30101,Protein disulfide-isomerase A3,74.06,4,35,43,768,0.756,150;155;155,2.3,0.696,148;155;153,5.8,0.838,150;155;155,4.3,0.877,150;155;154,6.5,0.848,150;155;155,2.7,699.56,69.9,40,260,698.61,71.29,40,258,723.45,68.91,37,250,505,56.7,6.35
P30203,Isoform CD6E of T-cell differentiation antigen CD6,11.66,7,5,5,18,1.157,3;4;5,9.9,1.17,3;4;5,20.8,1.231,3;4;5,18.3,0.964,3;4;5,12.3,0.977,3;4;5,6.2,15.35,11.66,5,5,17.51,11.66,5,6,22.98,9.97,4,7,592,63.5,5.22
P30273,High affinity immunoglobulin epsilon receptor subunit gamma,40.7,2,5,5,39,0.637,6;10;5,6.8,0.666,6;10;5,7.6,0.625,6;10;5,13.6,0.931,6;10;5,26,0.826,6;10;5,3.7,29.39,33.72,4,11,47.28,40.7,5,17,27.22,40.7,5,11,86,9.7,7.12
P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",53.14,4,10,13,129,0.442,13;26;23,4,0.35,13;26;23,32,0.346,13;26;23,1.1,0.688,13;26;23,3.8,0.722,13;26;23,2.3,80.9,50.24,12,36,101.27,53.14,13,49,89.61,53.14,13,44,207,22,9.38
P30419,Isoform Long of Glycylpeptide N-tetradecanoyltransferase 1,15.93,4,5,8,18,1.045,3;4;3,6.4,1.015,3;4;3,25.5,0.982,3;4;3,3.9,1.167,3;4;3,15.1,1.038,3;4;3,2.9,16.14,10.28,5,6,9.43,9.07,4,5,17.31,12.3,6,7,496,56.8,7.8
P30460,"HLA class I histocompatibility antigen, B-8 alpha chain",42.82,28,1,12,194,,,,,,,,,,,,,,,,187.9,38.4,10,61,228.76,40.06,11,69,215.21,38.4,10,64,362,40.3,5.71
P30492,"HLA class I histocompatibility antigen, B-54 alpha chain",47.51,10,0,11,186,,,,,,,,,,,,,,,,177.77,40.88,10,61,206.55,38.4,9,64,196.06,31.77,8,61,362,40.4,6.3
P30499,"HLA class I histocompatibility antigen, Cw-1 alpha chain",33.61,32,1,10,114,0.92,-;1;1,,1.588,-;1;1,16.8,0.862,-;1;1,1.5,0.964,-;1;1,,0.914,-;1;1,6.7,118.83,27.32,8,35,150.21,33.61,10,45,109.19,30.87,9,34,366,40.9,5.71
P30501,"HLA class I histocompatibility antigen, Cw-2 alpha chain",38.8,22,0,10,130,,,,,,,,,,,,,,,,140.47,35.79,8,43,168.67,33.88,9,48,135.77,35.79,8,39,366,41.1,6.11
P30508,"HLA class I histocompatibility antigen, Cw-12 alpha chain",57.38,45,0,16,235,,,,,,,,,,,,,,,,229.12,52.73,13,74,286.43,54.37,15,87,240.25,42.9,11,74,366,40.9,6.3
P30510,"HLA class I histocompatibility antigen, Cw-14 alpha chain",49.18,29,0,14,216,,,,,,,,,,,,,,,,213.07,49.18,13,69,257.82,43.17,12,78,219.76,39.34,11,69,366,40.8,6.15
P30519,Heme oxygenase 2,40,1,11,11,54,1.407,15;13;14,1.6,1.074,15;12;14,29.7,2.031,15;13;14,7.2,1.187,15;13;14,13.7,1.142,15;13;14,4.7,61.24,40,11,21,44.21,23.51,6,16,47.26,33.24,9,17,370,41.6,5.44
P30520,Adenylosuccinate synthetase isozyme 2,32.68,5,12,12,79,1.182,10;18;18,3.3,1.576,10;18;18,5.6,0.894,10;18;18,3.8,1.066,10;18;17,2.1,1.079,10;18;18,2.9,73,23.03,9,22,83.46,29.39,10,29,77.67,23.9,8,28,456,50.1,6.55
P30533,Alpha-2-macroglobulin receptor-associated protein,18.77,2,5,5,11,1.219,3;1;1,6.6,1.653,3;1;1,6.2,1.748,3;1;1,5.8,1.005,3;1;1,6.4,1.15,3;1;1,5.1,13.08,18.77,5,7,7.27,5.32,2,3,2.73,2.52,1,1,357,41.4,8.78
P30566,Isoform 1 of Adenylosuccinate lyase,24.17,6,10,10,44,0.956,15;9;13,5.5,1.101,15;9;13,15.3,0.733,15;9;13,12.4,0.954,15;9;13,13,1.004,15;9;13,3.3,51.74,22.73,9,17,34.14,22.31,9,11,53.24,20.87,8,16,484,54.9,7.11
P30622,Isoform 3 of CAP-Gly domain-containing linker protein 1,11.71,7,13,14,32,0.888,7;5;6,9,0.973,7;5;6,8.9,0.794,7;5;6,12.7,0.903,7;5;6,8.6,0.986,7;5;6,8.1,33.94,7.83,9,12,25.06,5.82,8,9,25.29,7.83,10,11,1392,156.7,5.36
P30685;P30464,"HLA class I histocompatibility antigen, B-15 alpha chain",58.56,34,2,17,280,1.526,8;7;8,3.1,1.558,8;7;8,4.4,1.924,8;7;8,3.2,2.825,8;7;8,5.7,0.98,8;7;8,2.5,286.95,56.91,15,93,312.75,49.45,15,94,310.92,47.79,13,93,362,40.4,6.3
P30740,Leukocyte elastase inhibitor,66.23,5,26,28,448,1.028,101;111;101,0.7,0.883,98;110;100,0.3,0.896,101;111;101,4.2,1.039,101;111;101,1,0.993,101;111;101,0.7,412.65,64.91,27,154,431.15,64.64,27,152,402.88,63.32,26,142,379,42.7,6.28
P30837,"Aldehyde dehydrogenase X, mitochondrial",5.8,4,2,3,12,0.859,-;1;-,,0.348,-;1;-,,1.267,-;1;-,,0.84,-;1;-,,0.973,-;1;-,,6.96,4.26,2,3,12.11,5.8,3,6,8.92,4.26,2,3,517,57.2,6.8
P31146,Coronin-1A,62.26,4,38,42,1028,1.245,200;233;224,3.4,1.276,197;228;221,4.4,0.96,199;233;224,0.6,1.19,200;233;224,1.8,1.023,200;233;224,2,777.75,57.05,37,329,903.38,60.95,39,364,841.17,58.35,37,335,461,51,6.68
P31150,Rab GDP dissociation inhibitor alpha,59.06,3,15,25,185,0.579,26;24;26,2.8,0.565,25;24;26,20.6,0.379,26;24;26,5.8,0.614,26;24;26,3.9,0.856,26;24;26,5.2,157.6,58.84,24,61,158.43,58.84,23,59,169.54,59.06,24,65,447,50.6,5.14
P31153,S-adenosylmethionine synthase isoform type-2,27.34,6,13,13,54,1.148,11;8;8,4.6,1.483,11;8;8,6.1,1.004,11;8;8,9.8,1.135,11;8;8,1.2,1.035,11;8;8,0.8,53,27.34,13,21,46.13,21.77,9,16,45.37,23.54,10,17,395,43.6,6.48
P31323,cAMP-dependent protein kinase type II-beta regulatory subunit,52.63,2,13,17,73,0.566,17;13;18,7.6,0.497,17;13;17,16.5,0.352,17;13;18,14.5,0.692,17;13;18,4.4,0.751,17;13;18,2.5,76.5,41.87,14,28,49.51,33.49,12,23,45.62,37.56,11,22,418,46.3,4.92
P31431,Syndecan-4,7.07,1,1,1,3,,,,,,,,,,,,,,,,2.55,7.07,1,1,2.52,7.07,1,1,1.85,7.07,1,1,198,21.6,4.5
P31689,DnaJ homolog subfamily A member 1,35.01,11,11,13,58,0.959,11;12;8,4.1,1.067,11;12;8,30.6,0.771,11;12;8,5,0.825,11;12;8,11.1,1.021,11;12;8,3.5,57.42,27.46,9,21,49.76,26.2,9,19,48.62,32.49,11,18,397,44.8,7.08
P31749,RAC-alpha serine/threonine-protein kinase,22.71,8,5,8,23,0.794,6;1;1,40.1,0.634,6;1;1,44,0.674,6;1;1,38.6,0.838,6;1;1,43.9,0.859,6;1;1,17.5,24.42,20.63,7,9,11.21,17.29,6,7,16.27,16.67,5,7,480,55.7,6.07
P31751,RAC-beta serine/threonine-protein kinase,23.91,16,5,8,17,0.586,2;1;2,13.2,0.526,2;1;2,52.6,0.435,2;1;2,12.1,0.613,2;1;2,10.9,0.84,2;1;2,9.2,13.45,14.55,5,5,13.09,15.18,5,6,12.58,9.98,4,6,481,55.7,6.37
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",51.67,3,21,22,174,0.934,41;34;33,2.7,1.112,41;34;33,6.8,1.207,41;34;33,4,0.976,41;34;33,1.5,0.94,41;34;33,2.7,222.9,48.13,20,64,199.73,45.42,17,57,175.31,46.88,17,53,480,52.6,6.37
P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",20.83,3,7,7,30,0.974,5;5;7,5.1,1.325,5;5;7,18.3,1.167,5;5;7,5.3,0.941,5;5;7,13.5,1.04,5;5;7,5.3,23.58,18.75,5,9,22.32,19.05,6,10,28.96,20.83,7,11,336,35.3,8.13
P31939,"cDNA FLJ75424, highly similar to Human AICAR formyltransferase/IMP cyclohydrolase bifunctional enzyme (purH) mRNA",61.59,7,31,31,231,0.951,62;48;51,6.1,0.99,62;47;50,5,0.669,62;48;51,3.8,0.942,62;48;51,2.4,0.988,62;48;51,2.7,234.86,58.88,29,84,207.04,53.98,24,75,194.86,59.05,27,72,591,64.5,6.71
P31942,Isoform 3 of Heterogeneous nuclear ribonucleoprotein H3,35.35,16,9,9,96,1.248,17;19;19,5.9,1.74,17;19;19,13.5,1.492,17;19;19,10.1,1.191,17;19;19,1.6,1.075,17;19;19,2.4,78.75,29.97,7,30,91.08,32.66,8,36,87.46,35.35,9,30,297,31.5,7.31
P31944,Caspase-14,8.68,4,1,2,4,,,,,,,,,,,,,,,,2.17,6.2,1,1,2.42,8.68,2,2,2.5,2.48,1,1,242,27.7,5.58
P31946,Isoform Short of 14-3-3 protein beta/alpha,84.02,4,15,27,655,0.851,113;117;107,1,0.558,113;117;107,7.4,0.581,113;117;107,3.6,0.593,113;117;106,0.9,1.037,113;117;107,1.7,654.3,84.02,25,220,680.35,81.56,24,228,644.64,76.23,22,207,244,27.8,4.83
P31948,Stress-induced-phosphoprotein 1,63.9,3,49,49,428,0.911,103;101;95,2.4,0.944,103;101;95,9.8,0.64,103;101;95,2,0.943,103;101;95,5.7,0.967,103;101;95,0.9,331.57,62.43,44,150,312.87,60.22,39,139,314.17,60.41,42,139,543,62.6,6.8
P31949,Protein S100-A11,51.43,1,7,7,118,1.332,31;32;30,7.7,1.419,31;32;30,12,1.255,31;32;30,5.9,1.025,31;32;30,1.8,1.076,31;32;30,0.7,82.82,51.43,7,37,82.13,45.71,6,40,80.38,45.71,6,41,105,11.7,7.12
P32019,"Isoform 3 of Type II inositol-1,4,5-trisphosphate 5-phosphatase",18.56,5,11,11,23,0.579,7;5;2,7,0.453,7;5;2,35.3,0.462,7;5;2,32.1,0.789,7;5;2,11.3,0.943,7;5;2,19.7,27.07,14.82,7,9,25.53,10.81,6,8,11,6.94,5,6,749,85.6,5.74
P32119,Peroxiredoxin-2,59.6,4,13,14,168,1.068,38;30;36,1.6,1.201,38;30;36,4.2,0.901,38;30;36,7.8,1.013,38;30;36,2.1,1.09,38;30;36,3.2,158.15,59.6,14,63,129.37,42.42,12,48,166.32,42.42,13,57,198,21.9,5.97
P32121,Isoform 1 of Beta-arrestin-2,19.32,12,4,7,28,1.075,3;3;1,6.1,1.58,3;3;1,7.6,0.888,3;3;1,25.8,0.866,3;3;1,8.9,1.164,3;3;1,6.8,26.83,12.96,5,9,29.04,17.6,6,12,19.2,14.43,5,7,409,46.1,7.69
P32189,Isoform 1 of Glycerol kinase,8.59,10,4,4,11,0.597,2;1;2,9.6,0.811,2;1;2,7.4,0.547,2;1;2,23.9,0.637,2;1;2,12.6,0.814,2;1;2,7.1,14.38,6.68,3,6,7.19,2.48,1,2,8.26,4.39,2,3,524,57.5,6.32
P32249,G-protein coupled receptor 183,3.6,1,1,1,1,1.264,1;-;-,,0.9,1;-;-,,1.588,1;-;-,,1.465,1;-;-,,1.183,1;-;-,,2.11,3.6,1,1,,,,,,,,,361,41.2,9.11
P32320,Cytidine deaminase,47.26,1,4,5,34,1.787,9;9;7,15.3,2.001,9;9;7,17.1,1.58,9;9;7,6.2,1.764,9;9;7,7.9,1.408,9;9;7,1.7,42.88,47.26,5,13,44.36,47.26,5,12,28.46,47.26,5,9,146,16.2,6.92
P32321,Isoform 1 of Deoxycytidylate deaminase,18.54,9,2,2,5,0.682,1;2;-,8.9,0.495,1;2;-,5.7,0.492,1;2;-,,0.898,1;2;-,9.8,0.924,1;2;-,8.7,4.51,10.11,1,2,7.42,18.54,2,3,,,,,178,20,7.56
P32455,Interferon-induced guanylate-binding protein 1,38.51,1,9,24,118,1.377,13;13;9,1.7,1.652,13;12;9,28.8,0.921,13;13;9,9.2,1.022,13;13;9,6.7,1.175,13;13;9,3.3,114.88,36.32,20,44,77.29,36.32,21,38,92.06,36.32,19,36,592,67.9,6.32
P32456,Interferon-induced guanylate-binding protein 2,28.76,2,15,20,78,1.282,11;11;11,4.3,1.572,11;11;11,15.2,1.099,11;11;11,5.1,1.142,11;11;11,3.9,1.137,11;11;11,4.3,69.72,24.53,14,27,65.88,25.21,16,25,59.75,25.89,16,26,591,67.2,5.71
P32519,ETS-related transcription factor Elf-1 isoform b,5.04,2,2,2,5,,,,,,,,,,,,,,,,5.7,5.04,2,2,6.29,5.04,2,2,3.31,2.52,1,1,595,64.9,5.35
P32929,Isoform 2 of Cystathionine gamma-lyase,5.54,3,1,1,3,0.865,1;2;-,5.7,0.623,1;2;-,48.5,0.689,1;2;-,,1.11,1;2;-,9.2,1.015,1;2;-,3,2.18,5.54,1,1,2.97,5.54,1,2,,,,,361,39.5,6.9
P32942,Intercellular adhesion molecule 3,17.18,2,9,9,52,1.153,10;9;8,6,1.527,10;9;8,12.2,1.414,10;9;8,11,1.194,10;9;8,6.9,1.067,10;9;8,1.5,59.5,17.18,9,17,53.96,15.36,7,18,47.38,17.18,8,17,547,59.5,5.43
P32969,60S ribosomal protein L9,47.92,13,11,11,90,1.415,23;26;24,4.2,0.871,23;26;24,2.9,1.257,23;26;24,1.2,1.299,23;26;24,1.5,1.154,23;26;24,1.6,73.64,32.81,7,28,79.26,40.63,9,31,60.25,39.06,8,31,192,21.8,9.95
P33176,Kinesin-1 heavy chain,32.09,7,25,25,112,0.816,31;25;25,5.9,0.913,31;25;24,10.9,0.697,31;25;25,5.4,0.9,31;25;25,7.2,0.939,31;25;25,4.1,134.85,31.05,23,42,115.74,27.31,21,36,94.99,25.55,19,34,963,109.6,6.51
P33241,Lymphocyte-specific protein 1,62.54,11,18,18,237,1.202,52;57;50,1.5,1.48,52;57;50,16.6,1.461,52;57;50,4.1,1.043,52;57;50,4.6,1.023,52;57;50,2.4,222.04,60.77,16,72,240.95,62.54,17,82,226.78,55.75,16,83,339,37.2,4.74
P33527,Isoform 2 of Multidrug resistance-associated protein 1,7.07,11,7,7,14,0.632,2;1;1,9.7,0.84,2;1;1,29.6,0.685,2;1;1,20.8,0.707,2;1;1,18.1,0.807,2;1;1,7,18.22,5.1,5,6,14.19,3.33,4,5,10.33,2.72,3,3,1472,164.9,7.56
P33908,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",3.83,1,2,2,2,0.741,-;1;-,,1.067,-;1;-,,0.88,-;1;-,,0.629,-;1;-,,0.73,-;1;-,,,,,,2.95,2.14,1,1,1.89,1.68,1,1,653,72.9,6.47
P33947,Isoform 2 of ER lumen protein retaining receptor 2,4.3,4,1,1,2,,,,,,,,,,,,,,,,4.51,4.3,1,2,,,,,,,,,186,21.2,9.07
P33991,DNA replication licensing factor MCM4,15.18,3,11,11,33,1.589,6;5;8,8.5,1.428,6;5;8,33.8,1.588,6;5;8,15.8,1.524,6;5;8,11.8,1.261,6;5;8,7.6,30.47,12.63,8,10,25.44,12.63,8,11,22.31,12.28,9,12,863,96.5,6.74
P33993,Isoform 1 of DNA replication licensing factor MCM7,18.36,3,10,10,12,1.2,4;4;-,21.7,1.18,4;3;-,68.3,1.161,4;4;-,,1.018,4;4;-,8.2,1.15,4;3;-,6.2,13.44,10.01,5,5,11.63,12.38,6,6,1.68,1.25,1,1,719,81.3,6.46
P34896,"Isoform 2 of Serine hydroxymethyltransferase, cytosolic",24.55,8,8,9,41,0.719,10;10;9,5.4,0.602,10;10;9,13.7,0.505,10;10;9,5.6,0.838,10;10;9,3.1,0.863,10;10;9,3.4,25.76,19.14,6,13,32.73,15.09,5,15,27.72,18.47,7,13,444,49,7.69
P34932,Heat shock 70 kDa protein 4,57.26,2,42,44,238,0.887,46;44;39,1.8,1.286,46;44;39,8.1,0.659,46;44;39,3,0.829,46;44;39,4.6,0.992,46;44;39,3.3,210.89,47.26,35,82,221.75,48.45,34,84,188.63,45.83,35,72,840,94.3,5.19
P34949,Isoform 2 of Mannose-6-phosphate isomerase,22.38,4,5,5,19,1.15,5;6;7,6,0.955,4;6;6,17.7,0.984,5;6;7,25,1.141,5;6;7,14.2,1.048,5;6;7,7.4,11.94,11.88,3,6,12.3,17.68,3,6,12.7,14.92,4,7,362,39.8,5.4
P35221,Isoform 1 of Catenin alpha-1,3.2,3,1,1,1,0.891,1;-;-,,0.103,1;-;-,,0.841,1;-;-,,0.897,1;-;-,,0.809,1;-;-,,3.93,3.2,1,1,,,,,,,,,906,100,6.29
P35232,Prohibitin,63.97,11,15,15,176,0.887,28;36;36,0.7,1.351,28;36;36,2.7,1.245,28;36;36,3,0.886,28;36;36,4.2,0.917,28;36;36,0.8,145.69,54.41,13,54,171.27,63.97,15,60,171.37,54.41,13,62,272,29.8,5.76
P35236,Isoform 1 of Tyrosine-protein phosphatase non-receptor type 7,21.94,11,6,6,18,0.8,5;7;2,5.8,1.409,5;7;2,11.9,0.608,5;7;2,17.4,0.772,5;7;2,9.6,0.869,5;7;2,3.7,19.6,21.94,6,7,22.03,14.17,5,8,8.45,6.39,3,3,360,40.5,6.79
P35240,Isoform 10 of Merlin,7.27,9,1,2,6,,,,,,,,,,,,,,,,2.24,3.18,1,1,2.32,3.18,1,1,7.05,7.27,2,4,220,24.5,9.51
P35241,Radixin,48.71,3,13,35,446,0.687,6;7;8,6.4,1.007,6;7;8,16.2,0.604,6;7;8,12.5,0.707,6;7;8,16.4,0.809,6;7;8,5.4,293.53,43.05,28,139,336.08,38.25,29,160,315.76,36.54,26,147,583,68.5,6.37
P35250,Isoform 1 of Replication factor C subunit 2,18.93,10,4,4,9,1.07,2;3;2,5.9,1.216,2;3;2,8.2,1.192,2;3;2,12.9,1.189,2;3;2,8.6,1.006,2;3;2,8.4,10.15,13.56,3,3,14.68,18.93,4,4,7.52,9.89,2,2,354,39.1,6.44
P35251,Isoform 2 of Replication factor C subunit 1,5.58,5,5,6,8,1.289,1;1;2,11.9,1.66,1;1;2,43.1,1.505,1;1;2,36.2,1.201,1;1;2,18.1,1.129,1;1;2,16.3,12.59,3.49,4,4,6.44,1.74,2,2,8.06,2.44,2,2,1147,128.1,9.36
P35268,60S ribosomal protein L22,61.72,4,7,7,90,1.128,16;21;19,3.1,2.272,16;21;19,7.6,0.997,16;21;19,1.6,0.959,16;21;19,4.6,1.07,16;21;19,1.9,111.41,55.47,5,29,115.43,57.03,6,31,102.83,60.16,5,30,128,14.8,9.19
P35269,General transcription factor IIF subunit 1,8.51,2,3,3,7,1.165,2;1;-,7.3,2.548,2;1;-,22.6,1.093,2;1;-,,0.97,2;1;-,1.4,0.954,2;1;-,2.4,10,8.51,3,3,7.52,5.03,2,2,5.49,5.03,2,2,517,58.2,7.49
P35527,"Keratin, type I cytoskeletal 9",51.04,3,24,25,154,1.003,40;37;34,7.6,1.283,40;37;32,24.3,3.474,40;37;34,7.1,1.011,40;37;34,7.6,1.118,40;37;34,6.4,156.68,49.6,23,57,144.43,48.31,22,52,117.15,42.7,20,45,623,62,5.24
P35573,Isoform 1 of Glycogen debranching enzyme,11.68,4,15,15,52,0.972,11;8;11,18.9,1,11;8;11,3.8,0.833,11;8;11,9.5,1.14,11;8;11,9.9,0.957,11;8;11,7,54.07,9.99,11,17,50.02,10.9,14,18,48.46,8.03,10,17,1532,174.7,6.76
P35579,Isoform 1 of Myosin-9,79.69,7,222,272,9578,0.641,1786;1774;1808,2.5,0.617,1767;1756;1765,6.1,0.487,1784;1769;1776,1.5,0.762,1788;1774;1805,2.3,0.83,1778;1769;1799,0.3,9355.39,77.5,256,3216,9008.6,76.48,256,3145,8723.58,76.48,250,3217,1960,226.4,5.6
P35580,Isoform 1 of Myosin-10,18.27,5,7,41,889,0.658,6;3;-,1.5,0.465,6;3;-,63.1,0.478,6;3;-,,0.856,6;3;-,3.3,0.912,6;3;-,8.7,759.27,16.8,37,298,746.33,14.02,35,286,778.16,12.35,33,305,1976,228.9,5.54
P35609,Alpha-actinin-2,20.47,2,2,20,507,0.522,-;-;1,,0.362,-;-;1,,0.549,-;-;1,,0.423,-;-;1,,0.519,-;-;1,,428.72,19.13,16,155,477.88,20.02,19,179,475.4,19.57,17,173,894,103.8,5.45
P35611,Isoform 1 of Alpha-adducin,32.7,14,20,21,80,0.983,20;16;15,5,0.879,20;16;15,4.5,0.891,20;16;15,4.5,1,20;16;15,2.2,1.009,20;16;15,1,83.4,29.99,17,32,62.86,21.71,14,25,54.46,22.25,11,23,737,80.9,5.83
P35612,Isoform 1 of Beta-adducin,3.17,9,1,2,3,1.099,1;-;-,,1.157,1;-;-,,1.274,1;-;-,,1.478,1;-;-,,1.354,1;-;-,,4.1,2.34,1,1,1.74,0.83,1,2,,,,,726,80.8,5.92
P35613,Isoform 2 of Basigin,40.52,4,7,7,43,0.88,8;11;11,2.3,0.793,8;10;11,15.5,1.033,8;11;11,12.7,0.983,8;11;11,3.1,0.931,8;11;11,1.1,37.35,37.92,6,14,39.46,40.52,7,15,32.9,23.79,5,14,269,29.2,5.64
P35625,Metalloproteinase inhibitor 3,3.79,1,1,1,1,,,,,,,,,,,,,,,,,,,,2.13,3.79,1,1,,,,,211,24.1,8.72
P35626,Beta-adrenergic receptor kinase 2,12.65,1,2,8,25,0.868,1;-;-,,1.204,1;-;-,,0.935,1;-;-,,0.918,1;-;-,,0.996,1;-;-,,19.5,8.72,6,8,23.79,7.27,5,9,16.86,9.88,6,8,688,79.7,7.62
P35658,Isoform 2 of Nuclear pore complex protein Nup214,6.83,22,11,12,33,1.205,7;7;9,13.5,0.719,7;7;9,2.9,1.404,7;7;9,16.1,1.012,7;7;9,9,1.088,7;7;9,6.4,33.94,5.77,9,11,22.66,3.85,7,9,24.65,4.76,8,13,2079,212.4,7.37
P35659,Protein DEK,25.87,7,13,13,101,1.096,20;23;19,4,1.504,20;23;19,8,1.194,20;23;19,6.8,0.977,20;23;19,10,1.08,20;23;19,3.4,81.15,25.87,13,33,90.38,24,10,36,74.71,22.13,9,32,375,42.6,8.56
P35749,myosin-11 isoform SM2A,11.66,13,1,31,718,0.828,1;-;-,,0.588,1;-;-,,0.878,1;-;-,,1.173,1;-;-,,0.837,1;-;-,,534.22,10.32,27,236,530.37,10.47,27,228,557.02,10.63,27,254,1938,223.4,5.53
P35754,Glutaredoxin-1,48.11,1,4,4,23,1.538,5;5;2,5.9,1.766,5;5;2,19.7,1.704,5;5;2,35.1,1.489,5;5;2,24.6,1.011,5;5;2,2.4,24.47,36.79,3,7,30.32,48.11,4,9,22.49,35.85,3,7,106,11.8,8.09
P35813,Isoform Alpha-1 of Protein phosphatase 1A,43.98,3,16,18,75,0.673,19;17;11,24.8,0.58,19;17;11,9.6,0.45,19;17;11,41.5,0.842,19;17;11,20.7,0.81,19;17;11,4.8,83.59,42.67,17,31,72.74,37.7,14,26,55.39,35.08,12,18,382,42.4,5.36
P35908,"Keratin, type II cytoskeletal 2 epidermal",54.88,7,32,41,259,1.06,42;39;36,3.9,1.21,42;39;36,25.2,4.37,42;39;36,5.1,1.235,42;39;36,9.3,0.972,42;39;36,0.3,243.74,41.86,30,92,221.18,48.84,33,83,217.64,41.86,29,84,645,65.8,8
P35914,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",31.08,11,9,10,30,0.64,6;6;6,7.2,0.783,6;6;6,12.4,0.83,6;6;6,7.1,0.682,6;6;6,10.8,0.827,6;6;6,4.5,18.23,23.69,7,7,31.34,20.62,7,11,25.65,25.23,8,12,325,34.3,8.54
P35998,26S protease regulatory subunit 7,52.66,2,22,25,174,1.044,31;31;31,3.5,1.339,31;31;31,5,0.905,31;31;31,1.9,1.011,31;31;31,6.9,1.007,31;31;31,3,183.79,50.81,22,62,166.87,49.19,22,57,138.9,45.96,20,55,433,48.6,5.95
P36402,Isoform 5S of Transcription factor 7,8.8,36,2,3,4,1.008,-;-;1,,0.896,-;-;1,,0.911,-;-;1,,0.896,-;-;1,,0.923,-;-;1,,,,,,0,3.2,1,1,6.4,8.8,3,3,250,28.3,9.69
P36404,ADP-ribosylation factor-like protein 2,15.22,3,2,2,10,0.727,1;2;-,8,1.267,1;2;-,7.7,0.581,1;2;-,,0.761,1;2;-,3.6,0.875,1;2;-,3.2,14.31,15.22,2,4,13.99,15.22,2,4,6.82,5.43,1,2,184,20.9,6.34
P36405,ADP-ribosylation factor-like protein 3,30.22,1,4,4,10,0.686,3;3;2,13.3,0.802,3;3;2,4.8,0.49,3;3;2,38.8,0.622,3;3;2,40,1.006,3;3;2,3.8,11.88,30.22,3,4,12.97,19.78,3,4,6.79,19.78,2,2,182,20.4,7.24
P36507,Dual specificity mitogen-activated protein kinase kinase 2,11.5,4,3,5,36,0.859,6;6;10,9.4,0.588,6;6;10,33.7,0.654,6;6;10,18.1,0.912,6;6;10,14.5,0.924,6;6;10,10.9,26.85,9.5,4,10,29.5,11.5,5,11,30.07,11.5,5,15,400,44.4,6.55
P36542,"Isoform Liver of ATP synthase subunit gamma, mitochondrial",41.61,2,13,14,118,0.954,21;25;24,2.9,1.067,21;25;24,7.7,1.107,21;25;24,1.7,0.904,21;25;24,1.3,0.967,21;25;24,3.1,70.05,35.23,12,39,85.71,41.61,14,41,81.29,37.58,11,38,298,33,9.22
P36543,V-type proton ATPase subunit E 1,45.13,5,12,12,54,0.909,13;14;9,7.5,0.798,13;14;9,44.8,0.849,13;14;9,7.7,0.761,13;14;9,2.7,0.953,13;14;9,3.4,63.92,35.84,10,22,47.13,44.69,11,20,29.95,22.57,6,12,226,26.1,8
P36551,"Coproporphyrinogen-III oxidase, mitochondrial",16.08,4,6,6,24,0.973,5;5;5,4.8,1.449,5;5;5,1.4,1.268,5;5;5,2.2,1.024,5;5;5,12.2,1.092,5;5;5,2.9,27.08,16.08,6,8,27.21,16.08,6,8,24.93,10.35,4,8,454,50.1,8.25
P36578,60S ribosomal protein L4,43.09,10,24,25,203,1.168,48;42;37,5.4,1.103,48;42;37,14.1,1.077,48;42;37,7.1,1.029,48;42;37,7.2,1.197,48;42;37,3.9,167.35,36.3,20,76,174.2,34.19,19,63,146.31,37.47,21,64,427,47.7,11.06
P36639,"Isoform p18 of 7,8-dihydro-8-oxoguanine triphosphatase",26.28,4,4,4,6,0.919,1;1;1,9.2,1.368,1;1;1,32.4,0.778,1;1;1,12.6,1.037,1;1;1,17.7,0.98,1;1;1,12.5,4.5,9.62,1,1,11,8.33,2,3,7.84,17.95,2,2,156,17.9,5.08
P36871,Isoform 1 of Phosphoglucomutase-1,39.86,3,25,25,180,0.723,40;45;42,2.7,0.697,40;45;42,12.6,0.459,40;45;42,7.6,0.79,40;45;42,1.4,0.864,40;45;42,0.8,169.11,36.65,23,62,184.96,36.83,23,63,144.94,35.59,20,55,562,61.4,6.76
P36873,Isoform Gamma-1 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,39.32,3,1,13,147,,,,,,,,,,,,,,,,147.48,39.32,13,49,134.9,39.32,13,50,128.97,39.32,13,48,323,37,6.54
